日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,30年国债主连,红利低波ETF,一天期国债逆回购,沪铜主连,沪铝主连,PTA主连,原油主连
2013-02-06,0.5092891471,,-0.2983764809,0.5694760820,,,,4.7260000000,0.1506276151,-0.2945990180,0.1365187713,
2013-02-07,-0.0713673994,,0.2640612622,-0.3680634202,,,,21.5770000000,-0.2339572193,-0.1641497045,0.9543285617,
2013-02-08,-0.5784887873,,-0.1872823574,0.9661835749,,,,4.4460000000,-0.0167504188,0.2301874383,0.2700877785,
2013-02-18,-1.1421593276,,-3.3217039491,-1.6887137630,,,,3.1280000000,-1.3235047747,-0.6561679790,-0.7182940516,
2013-02-19,-1.5695393111,,-0.0090975255,0.6390748631,,,,2.7660000000,-0.2037351443,-0.3302509908,-0.3165272440,
2013-02-20,0.0442935184,,-0.2304916144,1.1188388267,,,,2.3940000000,-0.2041510718,-0.0662690524,-0.4989793604,
2013-02-21,-3.5123966942,,-2.4713499711,0.2093301435,,,,3.3920000000,-1.7729287419,-0.7625994695,-1.3220879872,
2013-02-22,-0.8412358519,,1.0846527864,3.0140256640,,,,2.8610000000,0.0000000000,-0.0334112930,0.3003003003,
2013-02-25,0.4550362487,,-0.0863344845,-2.6651216686,,,,3.0040000000,-0.5900728914,-0.8021390374,-0.1168224299,
2013-02-26,-1.5508637236,,0.1543019380,-1.2797619048,,,,4.9520000000,-0.2967877095,-0.2021563342,-2.2923976608,
2013-02-27,0.8968260158,,1.0938559191,0.6029544769,,,,6.5270000000,0.6301417819,0.3038487508,0.0718218817,
2013-02-28,3.5090431288,,-0.5151025633,0.3596044351,,,,13.7120000000,0.3304922595,-0.4039044093,0.8373205742,
2013-03-01,-0.4405615293,,-1.0110294118,1.1645267244,,,,4.8660000000,-1.6470180305,-0.8110848260,-2.2538552788,
2013-03-04,-4.4476111903,,-0.1671309192,-0.6788665880,,,,3.9430000000,-0.7403490217,-0.6814310051,-2.1116504854,
2013-03-05,2.6687598116,,0.2821180556,1.4264487370,,,,3.5950000000,1.1010477713,0.6174957118,0.7438631292,
2013-03-06,1.2232415902,,-0.3524283550,-0.4394960445,,,,2.6470000000,-0.4040049183,0.7159904535,0.8614324391,
2013-03-07,-1.2235649547,,0.2233735613,0.1177163037,,,,3.6590000000,-0.2998236332,0.7786052810,-0.8784773060,
2013-03-08,-0.1529285824,,-0.5417118093,0.5878894768,,,,2.5920000000,0.3714841677,0.0333667000,0.0738552437,
2013-03-11,-0.7275233573,,0.4481792717,-1.0227936879,,,,2.2840000000,-0.4758547762,-0.6337558372,0.0738007380,
2013-03-12,-1.5351384710,,-0.1952035694,-1.2990847358,,,,1.9200000000,-0.2302107314,-0.5370929842,-1.3028515241,
2013-03-13,-0.9323096208,,0.6798919624,0.0000000000,,,,1.7440000000,0.9052183174,0.7424907189,0.5728518057,
2013-03-14,-0.1977066034,,-0.4162812211,-2.0939276099,,,,5.8330000000,-0.1407211961,-0.2680067002,-0.2724120852,
2013-03-15,0.1739818110,,0.3839603654,0.4582951421,,,,3.5770000000,0.6165228113,-0.3023177696,2.3590762354,
2013-03-18,-0.8920817873,,0.0061692218,-2.6155717762,,,,3.2770000000,-3.1862745098,-1.0444743935,-1.8437651625,
2013-03-19,0.7567309224,,0.4688319299,0.2498438476,,,,3.1600000000,-0.5424954792,-0.2042900919,0.2718734553,
2013-03-20,3.1702110839,,0.3530531422,1.3395638629,,,,2.3420000000,0.8013112366,0.4435346298,-0.3697313286,
2013-03-21,0.2681992337,,-0.2447381302,0.5840762373,,,,3.4800000000,0.7768744354,0.0679347826,0.2474022761,
2013-03-22,0.3362628964,,0.0766683023,-0.1528117359,,,,2.3280000000,-0.2689135891,-0.2036659878,-1.9743336624,
2013-03-25,-0.1218676213,,-0.2298287010,-0.2754820937,,,,2.5350000000,0.4673737192,0.1700680272,0.1762336354,
2013-03-26,-1.9141310150,,-0.3102156152,0.5217925107,,,,2.6870000000,-0.2325997495,-0.1358234295,-1.0555415934,
2013-03-27,0.0466490437,,-0.4929599162,0.4885496183,,,,3.7530000000,-0.3586800574,-0.3400204012,-1.2446024892,
2013-03-28,-2.5955859496,,0.6378301390,-0.1823154057,,,,11.9490000000,-0.4679625630,-0.2388263391,0.3858024691,
2013-03-29,-0.9175043881,,-0.4861089746,-1.7047184170,,,,6.6180000000,-0.8499095841,-0.0683994528,-0.4868050218,
2013-04-01,-0.0241565343,,-0.1453083939,-1.0529575720,,,,3.3550000000,-1.9879627941,-0.4449007529,-1.4418125644,
2013-04-02,0.9101159794,,0.2322125209,0.3129890454,,,,9.2610000000,1.3770003722,0.4125128910,2.4817136886,
2013-04-03,-1.0854816825,,-2.3136564421,-2.3400936037,,,,3.2880000000,-0.7709251101,-0.2738788086,0.7392301810,
2013-04-08,-0.5971112725,,0.9644573741,-0.5431309904,,,,2.9780000000,1.0358860525,0.5835907999,0.4554655870,
2013-04-09,0.6818735287,,-0.1472016036,0.0321233537,,,,2.6980000000,0.9159186664,0.0341296928,0.1763224181,
2013-04-10,0.0161251310,,0.4485289505,0.7707129094,,,,2.5250000000,0.0907605736,0.1023541453,1.6343977873,
2013-04-11,-0.3466344216,,-1.8423106948,-0.7648183556,,,,3.8390000000,-0.4533913674,0.4771642808,-0.7669470559,
2013-04-12,-0.4287332147,,0.0445363448,1.3808606294,,,,2.6920000000,0.4736746220,-0.1696065129,0.3490401396,
2013-04-15,-0.8367860915,,-4.9476930904,-0.7602153944,,,,2.6310000000,-3.2094288305,-1.4271151886,-3.4782608696,
2013-04-16,0.3604784532,,-7.5435720737,0.1595914459,,,,2.6030000000,-0.8992131885,0.3791795932,-0.8236808237,
2013-04-17,0.1632653061,,-0.4667486794,0.9241555131,,,,2.7050000000,-1.2665406427,-0.0686813187,-0.1816766156,
2013-04-18,0.2363488183,,0.2508270021,0.9156930849,,,,4.8750000000,-3.2548343864,-0.1718213058,-2.1320852834,
2013-04-19,3.2163504601,,2.3569511930,-0.3128911139,,,,5.6260000000,0.3166435781,0.4819277108,2.7895855473,
2013-04-22,-0.1341117072,,0.1487884370,-1.3496547395,,,,5.3060000000,-3.2550798974,-0.5481329222,-0.6720082709,
2013-04-23,-3.2940990600,,-0.5518217191,0.3818008272,,,,5.0160000000,0.0815660685,0.1722356183,-0.9367681499,
2013-04-24,1.8052605783,,1.1224453779,-1.5213946117,,,,4.5780000000,3.0969845151,0.3438789546,1.3659049120,
2013-04-25,-1.2757762978,,1.3473419666,1.3517862890,,,,20.1280000000,1.3438735178,0.1028101439,1.1661052086,
2013-04-26,-0.8533810143,,1.9975891166,0.7303906002,,,,7.2970000000,0.9555382215,0.1711742554,-0.5635245902,
2013-05-02,-0.0163947865,,-1.7727502955,1.2610340479,,,,6.9630000000,-4.0370871161,-1.3633265167,-0.7985574446,
2013-05-03,1.9349020251,,1.5503609488,-0.5915317559,,,,3.3420000000,3.0394524960,0.4492052522,0.9607894053,
2013-05-06,0.9088715515,,-0.4265258454,0.4071406201,,,,3.2710000000,3.6274509804,0.5498281787,1.0545267490,
2013-05-07,0.6296827674,,-1.4176440592,-0.4990642545,,,,2.7810000000,-1.2488174078,-0.3075871497,-1.5271061339,
2013-05-08,0.7049504950,,0.1000068970,1.6614420063,,,,2.6850000000,1.6478252539,0.5485087419,1.6541742052,
2013-05-09,-0.8651879818,,0.8957177800,0.0925069380,,,,5.1740000000,-0.1696512724,-0.0340947835,-0.3559623697,
2013-05-10,0.8172008886,,-0.4336394988,0.5237215034,,,,3.1340000000,0.8685800604,0.0682128240,0.4082674152,
2013-05-13,-1.1043622308,,-2.1159122085,-1.4097456329,,,,2.8780000000,-0.0374391614,-0.4089979550,-0.4574332910,
2013-05-14,-1.4038446199,,0.3083067652,1.4920733603,,,,2.7200000000,-1.3483146067,-0.1368925394,0.0000000000,
2013-05-15,-0.0485397622,,-1.5682302399,-0.4900459418,,,,2.7970000000,-1.3097949886,-0.3084304318,-1.0722491703,
2013-05-16,2.1853500607,,-1.2916045703,0.0000000000,,,,7.1760000000,0.3077514907,-0.1375042970,-0.1032258065,
2013-05-17,1.8851485149,,-1.1036019843,1.0156971376,,,,6.7670000000,1.5915627996,0.2409638554,1.0591578404,
2013-05-20,0.8240690352,,-2.0391843263,0.6398537477,,,,6.8000000000,-0.8493771234,-0.0686813187,-0.5623721881,
2013-05-21,0.2236101473,,3.7142857143,0.4844081138,,,,5.8510000000,1.6942699410,0.3436426117,1.7737789203,
2013-05-22,0.0923218957,,-0.2325498193,0.0602591142,,,,4.4130000000,0.2995132909,0.4109589041,-0.4294013640,
2013-05-23,-1.1990776326,,-0.9431255827,0.4516711834,,,,8.0010000000,-2.2956326988,-0.3410641201,-1.2176560122,
2013-05-24,0.6690524350,,0.7710965500,-0.0899280576,,,,4.2390000000,1.0506208214,0.2737850787,0.9244992296,
2013-05-27,-0.5564142195,,0.3448771375,-0.3900390039,,,,4.1780000000,-0.7372400756,-0.2389078498,-0.1272264631,
2013-05-28,2.3158221946,,-0.3150508377,0.2409638554,,,,3.7180000000,0.2666158827,0.0342114266,0.2292993631,
2013-05-29,-0.2278596385,,-0.3519609252,1.7728365385,,,,3.7190000000,-0.6837606838,0.1367989056,-0.1779359431,
2013-05-30,-0.0837393423,,1.5930224176,0.3838204901,,,,9.1310000000,0.2486135016,0.3415300546,-0.1018589254,
2013-05-31,-0.9523809524,,0.5995459061,1.0000000000,,,,5.6680000000,0.5723006486,0.9530292716,0.3313790466,
2013-06-03,-0.1153846154,,-1.4282187820,2.5856697819,,,,4.3980000000,0.5500758725,0.5057316251,1.0924796748,
2013-06-04,-1.3246053138,,0.6224957069,-1.7309444276,,,,4.1460000000,0.1509149217,-0.3019121100,-0.3518471978,
2013-06-05,-0.3434012331,,-0.2275474650,0.9270704574,,,,4.5950000000,1.0359766434,0.7402422611,0.7818411097,
2013-06-06,-0.7439893492,,-0.5737295987,-1.1941212492,,,,23.7590000000,-1.0626398210,-0.4008016032,-0.5505505506,
2013-06-07,-2.3039293041,,1.0071323608,0.1859312055,,,,11.2680000000,0.2835538752,0.2347417840,0.4529441369,
2013-06-13,-3.7473752221,,-1.2703143851,-0.5258274049,,,,16.7490000000,-2.9029217719,-1.6058882569,-0.8016032064,
2013-06-14,0.5034401745,,-0.3917481311,0.6840796020,,,,14.1900000000,-0.1164822365,-0.2380142809,0.6060606061,
2013-06-17,0.0250459175,,0.1551506404,-0.7411982705,,,,5.8410000000,0.5053449951,-0.0681663258,0.2510040161,
2013-06-18,0.3755946916,,-0.5800129692,0.1866832607,,,,4.6740000000,-1.3150261071,-1.0914051842,0.1502253380,
2013-06-19,-0.4240811575,,-0.5399137587,-0.3105590062,,,,6.1510000000,-0.1567705271,0.2758620690,0.0500000000,
2013-06-20,-2.5653965851,,-2.7470125328,0.2180685358,,,,19.1310000000,-2.4141315015,-1.1359724613,-0.7746126937,
2013-06-21,-0.8805248619,,-2.1128343448,-2.4246192104,,,,9.2610000000,-0.1407884151,0.0348189415,-0.4029211785,
2013-06-24,-7.1154851071,,-1.6838882511,-0.7964319847,,,,9.1310000000,-3.4239677744,-0.7657500870,-1.4917825537,
2013-06-25,-0.9470229723,,0.3892565200,1.5093127810,,,,8.4130000000,1.3138686131,0.3507541214,0.3850102669,
2013-06-26,0.4543733434,,-2.6560682435,-0.3479911420,,,,7.2410000000,-1.0703993413,-0.4543865781,-0.2812579903,
2013-06-27,-0.1601960045,,-0.2190798646,0.8888888889,,,,19.1260000000,1.4981273408,0.3511235955,0.5641025641,
2013-06-28,2.3407267579,,-2.6746506986,-0.7551919446,,,,15.8250000000,-0.4100041000,-0.5248425472,-0.2294747578,
2013-07-01,-0.2397860371,,3.5274815422,-1.2365250476,,,,4.3590000000,1.7291066282,0.7034822371,0.9455660618,
2013-07-02,-0.0924470741,,0.9508716323,0.7704654896,,,,2.9180000000,1.3759611493,0.3143555711,0.2025316456,
2013-07-03,-0.7125011567,,-0.9615384615,1.0512902198,,,,2.4770000000,0.8982035928,0.2089136490,0.0000000000,
2013-07-04,1.1649580615,,0.4359025163,-0.1891551072,,,,4.3530000000,-0.8308605341,-0.4169562196,-0.5558362809,
2013-07-05,0.1197604790,,-0.8482935490,0.4737839545,,,,3.0800000000,-1.3764213046,-0.2093510119,-0.1016260163,
2013-07-08,-2.0610967979,,-2.1289295663,-1.2889028607,,,,3.0770000000,-1.1731391586,-0.6993006993,-0.0508646999,
2013-07-09,-0.0751597144,,3.0087416141,2.9936305732,,,,3.0710000000,0.5935325420,0.1760563380,0.2035623410,
2013-07-10,3.6103798420,,-0.6315373989,0.2164502165,,,,3.1400000000,-0.5724800654,0.2460456942,0.1523616049,
2013-07-11,5.3085299456,,3.1181727905,0.3394014193,,,,6.4360000000,4.2566317088,0.9817671809,1.8664563617,
2013-07-12,-1.8957345972,,-0.9630200308,0.0615006150,,,,3.7130000000,-1.9921104536,-0.4861111111,-0.2580645161,
2013-07-15,0.6324110672,,0.7973551147,-0.7375537800,,,,3.4160000000,0.4024954719,0.1046755059,0.3622250970,
2013-07-16,0.5935236100,,-0.2701138337,1.1455108359,,,,3.1530000000,0.7215874925,-0.0348553503,-0.2062387213,
2013-07-17,-0.9804772234,,0.3482298317,0.1224364861,,,,2.9910000000,-0.7164179104,-0.2092050209,-0.1033324722,
2013-07-18,-1.7087276551,,-1.0603431656,0.7337205747,,,,6.6360000000,-0.4008819403,-0.1048218029,0.4396172744,
2013-07-19,-3.3458916398,,0.7599376461,-1.0925644917,,,,3.4890000000,-0.3018716039,0.3497726478,0.2059732235,
2013-07-22,0.6032482599,,2.2046025914,-0.4295796257,,,,3.6330000000,1.6350423900,0.2091321018,1.6957862282,
2013-07-23,3.4594095941,,0.7379375591,2.4345146379,,,,3.8260000000,-0.1787487587,0.2782608696,-0.4042445680,
2013-07-24,-0.4725813642,,0.5822689707,-1.0529482551,,,,3.9860000000,0.5372065261,-0.2428026361,0.1522070015,
2013-07-25,-1.0123633757,,-1.3818860878,-0.8209182122,,,,10.0900000000,-0.0791608945,0.1390820584,-0.3546099291,
2013-07-26,-0.8055027604,,0.7006248817,-3.2495401594,,,,7.2680000000,-0.8912655971,-0.2777777778,-0.5083884087,
2013-07-29,-1.2956204380,,-0.9778112072,-0.0316856781,,,,6.5830000000,-1.8784972022,-0.6963788301,-0.9964230966,
2013-07-30,0.2126086153,,0.0759589821,0.0950871632,,,,5.1430000000,-0.4073319756,-0.0350631136,0.2322580645,
2013-07-31,-0.1475878609,,0.9108159393,-0.3166561115,,,,4.3140000000,0.6134969325,-0.5962820063,1.4160659114,
2013-08-01,3.6581986143,,-0.9025949605,0.6670902160,,,,5.6240000000,1.6666666667,0.7057163020,0.8885503935,
2013-08-02,-0.1871490954,,-2.4288425047,-0.7888923951,,,,3.7040000000,0.0399840064,-0.2102312544,0.1258178158,
2013-08-05,1.1517857143,,2.0809023726,-0.2544529262,,,,3.5270000000,0.2797761791,0.0000000000,0.7036943956,
2013-08-06,0.5737487863,,-1.5240998285,0.3826530612,,,,3.8440000000,0.0000000000,-0.0351123596,-0.1497379586,
2013-08-07,-0.8952080042,,-0.9092667827,-0.7306226175,,,,3.5710000000,-0.2192108410,-0.2458728486,-0.6498375406,
2013-08-08,0.3099539497,,0.7809449434,0.9280000000,,,,5.9260000000,2.8759736369,0.3521126761,0.3018867925,
2013-08-09,1.0064447780,,1.3366912050,0.8243500317,,,,3.8390000000,0.0194137061,0.5964912281,-0.3260596940,
2013-08-12,2.6308889083,,1.7205123303,0.8176100629,,,,3.9840000000,1.8245341615,0.5929543076,0.2767991948,
2013-08-13,0.2640095384,,0.6013907160,2.3705552090,,,,3.9080000000,-0.5337399924,0.0346740638,1.4805520703,
2013-08-14,-0.2378323282,,-1.4384457314,-0.4875076173,,,,3.6420000000,0.0958221541,-0.3812824957,-0.8407517310,
2013-08-15,-1.0113027960,,1.6110689917,1.6227801592,,,,5.8680000000,-0.0957304231,0.4523312457,0.2743142145,
2013-08-16,-1.8629807692,,1.4549524342,1.1147936125,,,,4.0620000000,1.9931008049,0.2771042605,-0.0994777419,
2013-08-19,1.8895984603,,0.9744438316,1.1323003576,,,,3.8910000000,-0.6576475009,0.1381692573,-0.1991535972,
2013-08-20,-0.8929338027,,-1.2381646031,0.4419563936,,,,3.7790000000,-1.0807736064,-0.6547208822,-1.5964080818,
2013-08-21,0.2339079962,,0.7374631268,-0.0293341156,,,,3.7810000000,0.5750431282,0.1387443635,-0.3041825095,
2013-08-22,-0.2160760588,,-0.3111273792,0.9096244131,,,,6.4930000000,0.5336382695,0.0346380326,0.3051106026,
2013-08-23,-1.2906019922,,0.8812190196,-0.4652515266,,,,4.7150000000,-0.1137440758,0.0692520776,-0.3802281369,
2013-08-26,2.6676026676,,1.3830755232,3.8562664330,,,,4.4920000000,1.2715885367,0.2422145329,1.6793893130,
2013-08-27,-0.0683760684,,0.2513013822,3.4036568214,,,,4.2430000000,-1.0119940030,-0.1725923369,0.2252252252,
2013-08-28,-0.6671228190,,1.7905102954,-0.7344940152,,,,3.9160000000,-0.8708822416,-0.2074688797,-0.1498127341,
2013-08-29,-0.3444119167,,-1.1609498681,-0.7399287476,,,,6.1590000000,0.0190985485,-0.5544005544,0.2000500125,
2013-08-30,-0.5443234837,,-0.2847481758,-1.8221976808,,,,4.2750000000,-0.7828909681,-0.6620209059,0.1746942850,
2013-09-02,1.1727912432,,-0.5711226129,2.8683914511,,,,3.9190000000,1.0392609700,0.2806032971,-0.5231689088,
2013-09-03,0.8500772798,,-0.3410518758,-0.2460360853,,,,3.6190000000,-0.2666666667,-0.1399090591,-0.1001753068,
2013-09-04,-0.2724563644,,1.0446685879,-1.0961907372,,,,3.3080000000,-0.6493506494,-0.2101576182,-0.3258962146,
2013-09-05,-0.0341500896,,-1.4260249554,-0.7481296758,,,,4.9930000000,-0.6728181469,-0.5265005265,0.0754527163,
2013-09-06,0.5722094116,,-0.9584086799,1.9542155221,,,,4.0550000000,0.3483646216,0.2822865208,-0.2261874843,
2013-09-09,3.3797554348,,1.0772320613,-0.4381161008,,,,3.9440000000,0.8486017358,0.1407459536,1.4105793451,
2013-09-10,1.5524889108,,-0.6322254335,-1.5126512651,,,,4.0000000000,-0.5737234653,-0.3513703443,-0.9935419771,
2013-09-11,0.3316347165,,-0.7816760589,1.4521083496,,,,4.0600000000,0.1154068090,0.0705218618,-1.1038635223,
2013-09-12,0.9109964528,,-1.5939904727,-0.1376273053,,,,7.7690000000,-1.2295869356,-0.0704721635,0.1014713343,
2013-09-13,-0.2476631781,,-2.1783652951,2.6185226020,,,,5.9370000000,-0.2334176230,0.5641748942,-0.2787633046,
2013-09-16,-0.7127983341,,0.5138941759,-2.4174053183,,,,5.1650000000,-0.2144667577,-0.4558204769,-0.6607369759,
2013-09-17,-1.5729612003,,-0.6438174588,0.0000000000,,,,12.7670000000,0.5470887065,-0.4579077140,-0.3325658736,
2013-09-18,-0.3360104901,,-0.7432818754,-0.1101018442,,,,5.4580000000,0.4275165177,0.1415428167,-0.0770020534,
2013-09-23,1.2965698342,,1.4976958525,-1.2124552218,,,,5.5630000000,0.7352941176,0.1413427562,0.4880554842,
2013-09-24,-0.8263123785,,-0.1702610670,1.2552301255,,,,6.3530000000,-0.5954667691,0.2822865208,-0.2300613497,
2013-09-25,-0.5554647933,,0.2084517718,0.4958677686,,,,5.8230000000,0.0193236715,-0.0351864884,0.0256213169,
2013-09-26,-1.7989157220,,0.3593040847,0.3015350877,,,,12.4000000000,1.0046367852,0.2463921155,0.4098360656,
2013-09-27,0.3094939356,,-0.4333898624,0.9018857611,,,,33.6050000000,0.1338944147,0.1404494382,-0.8163265306,
2013-09-30,0.4669779853,,1.2112036336,0.5146262189,,,,25.4310000000,0.8595988539,0.3856942496,-0.0257201646,
2013-10-08,1.2616201859,,-0.9349289454,1.2395580706,,,,8.0560000000,-0.5303030303,0.2794271743,0.0000000000,
2013-10-09,0.6967213115,,-0.5473763684,-0.1330849082,,,,9.1070000000,-1.2947448591,-0.0696621386,-0.0514535632,
2013-10-10,-1.1396011396,,-1.0438413361,-1.1194029851,,,,7.0700000000,-0.5401234568,0.1045660509,0.0000000000,
2013-10-11,1.5232606011,,-1.0932105869,-1.4824797844,,,,3.8700000000,0.4668352461,0.7311977716,0.1544401544,
2013-10-14,0.1135442011,,-1.0277293000,-0.6566347469,,,,3.7960000000,1.1810261375,-0.1728309713,0.2827036751,
2013-10-15,-0.2997407647,,-0.3722570533,-0.3580280914,,,,3.4670000000,-0.2104860314,-0.6232686981,-0.2306509482,
2013-10-16,-1.4219549850,,1.1799410029,0.1658374793,,,,3.0910000000,0.1342281879,-0.2439024390,-0.1284356537,
2013-10-17,-0.6346851302,,-0.9912536443,-0.7726269316,,,,4.4430000000,-0.8042895442,0.3143555711,-2.1090534979,
2013-10-18,0.7216922439,,3.3372595210,0.8064516129,,,,3.4070000000,0.8687258687,0.1044568245,0.4203888597,
2013-10-21,2.1283643892,,-0.0949848024,-0.3034482759,,,,3.2970000000,0.1531100478,0.0695652174,-0.7587650445,
2013-10-22,-0.8271164450,,-0.3422703936,-0.6917542889,,,,3.1940000000,-0.3248614561,0.1390337157,-0.3954653309,
2013-10-23,-1.1120196239,,1.1639000191,0.6129841181,,,,3.3500000000,-0.1150306748,0.1388406803,-0.4235044997,
2013-10-24,-0.5539937159,,0.2263296869,0.7477153143,,,,7.7780000000,-0.7101727447,0.0000000000,0.5050505051,
2013-10-25,-1.8624760955,,-0.4140007527,-0.8246289170,,,,5.7850000000,-1.1212062633,-0.2084781098,-0.3702724147,
2013-10-28,0.1270863340,,0.4535147392,-0.7760532151,,,,5.0050000000,0.7038123167,0.4874651811,0.0530926467,
2013-10-29,0.1946183787,,0.1693002257,-0.1955307263,,,,5.5040000000,0.0000000000,0.2079002079,0.2387901300,
2013-10-30,0.9965374546,,-0.3568075117,-0.5317660229,,,,7.8000000000,1.1065812464,0.0000000000,0.0264690312,
2013-10-31,-0.4515427711,,-0.7727101395,0.0281373101,,,,10.2250000000,-0.5184331797,-0.4149377593,-0.5292405398,
2013-11-01,0.4367912642,,-0.5318138651,0.0000000000,,,,4.5530000000,0.8299556070,0.2777777778,0.1330140995,
2013-11-04,-0.3094421678,,-0.6874164598,-0.1548946716,,,,4.4670000000,-1.0336906585,-0.4155124654,-0.2922422954,
2013-11-05,-0.1090604027,,0.0191021968,0.0000000000,,,,4.0770000000,-0.1934235977,-0.3129346314,0.1065814015,
2013-11-06,-1.2849584278,,-0.1718869366,0.0310269935,,,,3.6790000000,-0.0193798450,-0.2441576561,0.2661698163,
2013-11-07,-0.0595541943,,0.4591543907,-0.0620347395,,,,5.4810000000,-0.1938360147,0.0000000000,0.3451022033,
2013-11-08,-1.6259470503,,-0.8188916397,-0.0310366232,,,,3.7430000000,0.0000000000,0.0349650350,0.5820105820,
2013-11-11,0.3461405331,,-1.6129032258,1.3660353927,,,,3.9640000000,0.3107399495,0.0000000000,0.0263019463,
2013-11-12,0.5777854433,,-0.5074160812,0.4900459418,,,,3.8220000000,-0.3291384318,-0.3495281370,-0.3418353931,
2013-11-13,-1.6376575495,,-0.5688505296,0.4571776897,,,,3.8640000000,-1.6705516706,-0.2104524728,-0.2374670185,
2013-11-14,0.3050906555,,0.8088380351,-0.6067961165,,,,8.3130000000,-0.3358356381,-0.0351493849,0.1322401481,
2013-11-15,2.0813376295,,0.2544031311,0.1221001221,,,,7.5660000000,-0.7333994054,-0.1758087201,-0.0792393027,
2013-11-18,3.0370243986,,0.0390396252,-1.2804878049,,,,8.2600000000,0.6789137380,0.1408946812,-0.2643404705,
2013-11-19,-0.0165590330,,-1.1902439024,-0.3705991353,,,,6.8330000000,-0.7735025783,-0.2110446711,-0.2385369732,
2013-11-20,0.6210665783,,0.3159557662,0.2789832610,,,,5.2530000000,1.1041959446,0.7049700388,-0.0531349628,
2013-11-21,-0.6419224755,,-2.0669291339,0.0618238022,,,,9.1370000000,-0.1588562351,-0.5950297515,-0.1594896332,
2013-11-22,-0.3064689804,,0.0000000000,0.7414272475,,,,7.7450000000,0.3778838504,-0.1408450704,-0.2662406816,
2013-11-25,-0.7062146893,,-1.2060301508,0.3373198405,,,,6.0480000000,0.0594412522,-0.3537318712,-0.8809396690,
2013-11-26,0.0334700025,,1.7904374364,0.2139364303,,,,5.9230000000,0.5742574257,0.0709975151,0.1346619984,
2013-11-27,1.3132580510,,-0.5596642015,1.4333638304,,,,5.6130000000,-0.2559558968,-0.1064207166,-0.0537923615,
2013-11-28,1.0815719947,,-0.4221105528,-0.0901984366,,,,9.3200000000,-0.4737465456,-0.6747159091,0.0000000000,
