date,货币信用周期策略0.2（股指信号）
2021-11-19,1.6771864257058036
2021-11-22,1.6754668721024468
2021-11-23,1.675701742352459
2021-11-24,1.6829760278535661
2021-11-25,1.6821157317480182
2021-11-26,1.6744473611014665
2021-11-29,1.669365067587353
2021-11-30,1.660178348054272
2021-12-01,1.6613644856823322
2021-12-02,1.6555575942625786
2021-12-03,1.6601389892056664
2021-12-06,1.6641880361834944
2021-12-07,1.6634351991747962
2021-12-08,1.66434814946031
2021-12-09,1.6688254751806764
2021-12-10,1.6689592626969196
2021-12-13,1.6727046517039232
2021-12-14,1.6680740641157323
2021-12-15,1.6662330304239206
2021-12-16,1.673356298221766
2021-12-17,1.6800081744972284
2021-12-20,1.6736375731832769
2021-12-21,1.6770265753316485
2021-12-22,1.6840086535655898
2021-12-23,1.6940141313623058
2021-12-24,1.6933921404705126
2021-12-27,1.6909472559641312
2021-12-28,1.6978437630680512
2021-12-29,1.6961751862043255
2021-12-30,1.7004137725401693
2021-12-31,1.701003934215125
2022-01-04,1.7031140002599303
2022-01-05,1.7077810274404552
2022-01-06,1.7017021075592258
2022-01-07,1.7078063833811448
2022-01-10,1.7094308789002712
2022-01-11,1.7135387631993004
2022-01-12,1.7179557682770086
2022-01-13,1.7200281256881744
2022-01-14,1.7154002280876555
2022-01-17,1.7131361203498732
2022-01-18,1.7184580386775508
2022-01-19,1.7240046021351443
2022-01-20,1.729765144363642
2022-01-21,1.7289913505773729
2022-01-24,1.7286222683013317
2022-01-25,1.7227098380385761
2022-01-26,1.7272717047128152
2022-01-27,1.7238754187881395
2022-01-28,1.7277367926387739
2022-02-07,1.7490239272974024
2022-02-08,1.7560640366262665
2022-02-09,1.7560458798636045
2022-02-10,1.7657776708429072
2022-02-11,1.75177356038466
2022-02-14,1.756034838771828
2022-02-15,1.7549014825513005
2022-02-16,1.7512419630392577
2022-02-17,1.7539739252716828
2022-02-18,1.7593279638128307
2022-02-21,1.754403408332449
2022-02-22,1.765055678013225
2022-02-23,1.7642043195171713
2022-02-24,1.7799660724862316
2022-02-25,1.7694682886805408
2022-02-28,1.76865127197274
2022-03-01,1.7702609866382513
2022-03-02,1.783943934089604
2022-03-03,1.798875254219094
2022-03-04,1.7929593922366365
2022-03-07,1.8230864362516301
2022-03-08,1.820772221108072
2022-03-09,1.8200945626712972
2022-03-10,1.7890213758543756
2022-03-11,1.7967582992494482
2022-03-14,1.795395957726579
2022-03-15,1.764683772501759
2022-03-16,1.773782121896687
2022-03-17,1.7761480935818275
2022-03-18,1.7997499279196556
2022-03-21,1.801235454565606
2022-03-22,1.81130244690983
2022-03-23,1.810739270384475
2022-03-24,1.8184155701637947
2022-03-25,1.8206943045831663
2022-03-28,1.8131499184048658
2022-03-29,1.806344256805147
2022-03-30,1.8108971063763635
2022-03-31,1.8072919262272389
2022-04-01,1.7996415375178862
2022-04-06,1.8089650276888083
2022-04-07,1.7990902693346185
2022-04-08,1.8028440223394129
2022-04-11,1.7970533180123247
2022-04-12,1.7990352631768507
2022-04-13,1.8041223924689482
2022-04-14,1.809459567287304
2022-04-15,1.815582190703074
2022-04-18,1.811325853617738
2022-04-19,1.8155703141980477
2022-04-20,1.808258275151395
2022-04-21,1.8115575051874115
2022-04-22,1.8122030200815393
2022-04-25,1.7902927077415427
2022-04-26,1.7913109455542693
2022-04-27,1.7939587514799888
2022-04-28,1.7975608774025569
2022-04-29,1.8083433852852635
2022-05-05,1.807421939826767
2022-05-06,1.8006698216576553
2022-05-09,1.7986760900620262
2022-05-10,1.7962096092151942
2022-05-11,1.796969056412059
2022-05-12,1.801068488161741
2022-05-13,1.8055045995215913
2022-05-16,1.8091171060127973
2022-05-17,1.811443566796183
2022-05-18,1.8067810299094984
2022-05-19,1.808618479032578
2022-05-20,1.8130577680146511
2022-05-23,1.8160243439940384
2022-05-24,1.808813943490151
2022-05-25,1.8146062018740805
2022-05-26,1.8199310190771105
2022-05-27,1.8270803263156257
2022-05-30,1.824327575681699
2022-05-31,1.8243379267223596
2022-06-01,1.8148673039367207
2022-06-02,1.8167811133756577
2022-06-06,1.8233971503387734
2022-06-07,1.8252023802032138
2022-06-08,1.8305100577874145
2022-06-09,1.8332218903973523
2022-06-10,1.8324708892144073
2022-06-13,1.8244556743416223
2022-06-14,1.821950988829027
2022-06-15,1.8145218363778477
2022-06-16,1.814102685877256
2022-06-17,1.8136721371891005
2022-06-20,1.8012197325192079
2022-06-21,1.8021090688700656
2022-06-22,1.7947559918338174
2022-06-23,1.789174895907439
2022-06-24,1.7719727653059996
2022-06-27,1.7765619472561067
2022-06-28,1.783094087135114
2022-06-29,1.7783076161138007
2022-06-30,1.7812744938114302
2022-07-01,1.77155593421553
2022-07-04,1.7718027798836853
2022-07-05,1.770068709225357
2022-07-06,1.7550473798565285
2022-07-07,1.75256268497544
2022-07-08,1.7562923056264548
2022-07-11,1.7591915542600793
2022-07-12,1.7540795498516724
2022-07-13,1.745518904550682
2022-07-14,1.7433755089375604
2022-07-15,1.7343531359940143
2022-07-18,1.7511490482521093
2022-07-19,1.7481999403102522
2022-07-20,1.7501557259466574
2022-07-21,1.746815032437423
2022-07-22,1.7495072076671079
2022-07-25,1.749251883270457
2022-07-26,1.7636999625249294
2022-07-27,1.7599597990033202
2022-07-28,1.7699420795374523
2022-07-29,1.775268945264856
2022-08-01,1.777053802900178
2022-08-02,1.7747782270144417
2022-08-03,1.7734348606515042
2022-08-04,1.7699906492487976
2022-08-05,1.7748132179628644
2022-08-08,1.7764089591592838
2022-08-09,1.7784586288644297
2022-08-10,1.7784626171649591
2022-08-11,1.784262105817149
2022-08-12,1.7873513669433942
2022-08-15,1.7902075495042922
2022-08-16,1.790572337525302
2022-08-17,1.7913038310437044
2022-08-18,1.7896074851163486
2022-08-19,1.7917005435427864
2022-08-22,1.7935636837386948
2022-08-23,1.7992018037805686
2022-08-24,1.8045226784707527
2022-08-25,1.8029894886730193
2022-08-26,1.802951280577392
2022-08-29,1.801508474903332
2022-08-30,1.8007870548826275
2022-08-31,1.798349538376367
2022-09-01,1.7969639259254047
2022-09-02,1.7946043510151837
2022-09-05,1.8059379118837482
2022-09-06,1.808747521883141
2022-09-07,1.8024124797455703
2022-09-08,1.8040354902466091
2022-09-09,1.8077849663626715
2022-09-13,1.81418991086015
2022-09-14,1.8083752712447339
2022-09-15,1.8100710099484327
2022-09-16,1.8039704956539853
2022-09-19,1.8024867619595282
2022-09-20,1.8049582655739222
2022-09-21,1.8102844724787834
2022-09-22,1.8082296276166234
2022-09-23,1.803955007862281
2022-09-26,1.7884467349687592
2022-09-27,1.7927433696244977
2022-09-28,1.7884016130805387
2022-09-29,1.791692541649741
2022-09-30,1.7931420481643563
2022-10-10,1.8095876724859217
2022-10-11,1.80621679893387
2022-10-12,1.8093659998805716
2022-10-13,1.808330323901775
2022-10-14,1.8198225050897638
2022-10-17,1.8088034114424116
2022-10-18,1.8073605917022253
2022-10-19,1.802505093199258
2022-10-20,1.801977340946792
2022-10-21,1.8006898134855
2022-10-24,1.8062359943872774
2022-10-25,1.8042016071581586
2022-10-26,1.8072000854314478
2022-10-27,1.808891330942722
2022-10-28,1.8025308461768264
2022-10-31,1.7980900261138066
2022-11-01,1.806455850185579
2022-11-02,1.8072390776807217
2022-11-03,1.8072012799341481
2022-11-04,1.8116141652640703
2022-11-07,1.8172770786332548
2022-11-08,1.8202159635735407
2022-11-09,1.825622501419049
2022-11-10,1.8249974315426405
2022-11-11,1.8280442953741285
2022-11-14,1.8138080097057994
2022-11-15,1.8156125023986023
2022-11-16,1.8138170358759358
2022-11-17,1.8153854825454305
2022-11-18,1.811000131076918
2022-11-21,1.805843991786832
2022-11-22,1.8059068013228927
2022-11-23,1.8116588068979351
2022-11-24,1.8153204064286623
2022-11-25,1.8162453804641665
2022-11-28,1.8057445219309323
2022-11-29,1.8114964757934935
2022-11-30,1.8119309571647058
2022-12-01,1.8176956559118125
2022-12-02,1.820716766152358
2022-12-05,1.8162320233576066
2022-12-06,1.8054346768480318
2022-12-07,1.8017627885257532
2022-12-08,1.813704763122946
2022-12-09,1.8152826081865283
2022-12-12,1.805589920338102
2022-12-13,1.808541488491314
2022-12-14,1.814367816367999
2022-12-15,1.8113325390787036
2022-12-16,1.8115207125861725
2022-12-19,1.8086739873648474
2022-12-20,1.8077543723005474
2022-12-21,1.8186667992943388
2022-12-22,1.819342526686024
2022-12-23,1.8168240638450963
2022-12-26,1.8231119531962021
2022-12-27,1.829508791217704
2022-12-28,1.8256473701098217
2022-12-29,1.8261007768475979
2022-12-30,1.8331207209594105
2023-01-03,1.839681453039153
2023-01-04,1.8336287693922522
2023-01-05,1.836356955269262
2023-01-06,1.8367750517539079
2023-01-09,1.842531317538114
2023-01-10,1.8418850550164532
2023-01-11,1.8449686104293597
2023-01-12,1.8502208118847845
2023-01-13,1.8606425975507608
2023-01-16,1.8658275282028192
2023-01-17,1.8674714602237759
2023-01-18,1.877226280640791
2023-01-19,1.8802671201490355
2023-01-20,1.8905272232638406
2023-01-30,1.8907711429190388
2023-01-31,1.8883485335840984
2023-02-01,1.8979679973396875
2023-02-02,1.8961951707236744
2023-02-03,1.889595164168845
2023-02-06,1.8805864112353259
2023-02-07,1.8828658140260668
