资产,来源,日期,合约内部编码,合约代码,收盘价,主力标志
沪铜主连,commodity,2013-12-13,2005027,CU1410,51140.0000000000,
沪铜主连,commodity,2013-12-13,2005098,CU1411,51140.0000000000,
沪铜主连,commodity,2013-12-16,2003005,CU1312,51250.0000000000,
沪铜主连,commodity,2013-12-16,2003032,CU1401,51430.0000000000,
沪铜主连,commodity,2013-12-16,2003062,CU1402,51410.0000000000,1.0000000000
沪铜主连,commodity,2013-12-16,2003116,CU1403,51400.0000000000,
沪铜主连,commodity,2013-12-16,2003142,CU1404,51370.0000000000,
沪铜主连,commodity,2013-12-16,2004653,CU1405,51320.0000000000,
沪铜主连,commodity,2013-12-16,2004683,CU1406,51330.0000000000,
沪铜主连,commodity,2013-12-16,2004808,CU1407,51340.0000000000,
沪铜主连,commodity,2013-12-16,2004891,CU1408,51310.0000000000,
沪铜主连,commodity,2013-12-16,2004977,CU1409,51350.0000000000,
沪铜主连,commodity,2013-12-16,2005027,CU1410,51360.0000000000,
沪铜主连,commodity,2013-12-16,2005098,CU1411,51350.0000000000,
沪铜主连,commodity,2013-12-17,2003032,CU1401,51430.0000000000,
沪铜主连,commodity,2013-12-17,2003062,CU1402,51450.0000000000,1.0000000000
沪铜主连,commodity,2013-12-17,2003116,CU1403,51410.0000000000,
沪铜主连,commodity,2013-12-17,2003142,CU1404,51430.0000000000,
沪铜主连,commodity,2013-12-17,2004653,CU1405,51400.0000000000,
沪铜主连,commodity,2013-12-17,2004683,CU1406,51450.0000000000,
沪铜主连,commodity,2013-12-17,2004808,CU1407,51470.0000000000,
沪铜主连,commodity,2013-12-17,2004891,CU1408,51590.0000000000,
沪铜主连,commodity,2013-12-17,2004977,CU1409,51520.0000000000,
沪铜主连,commodity,2013-12-17,2005027,CU1410,51520.0000000000,
沪铜主连,commodity,2013-12-17,2005098,CU1411,51500.0000000000,
沪铜主连,commodity,2013-12-17,2005291,CU1412,51710.0000000000,
沪铜主连,commodity,2013-12-18,2003032,CU1401,51280.0000000000,
沪铜主连,commodity,2013-12-18,2003062,CU1402,51300.0000000000,1.0000000000
沪铜主连,commodity,2013-12-18,2003116,CU1403,51290.0000000000,
沪铜主连,commodity,2013-12-18,2003142,CU1404,51290.0000000000,
沪铜主连,commodity,2013-12-18,2004653,CU1405,51280.0000000000,
沪铜主连,commodity,2013-12-18,2004683,CU1406,51250.0000000000,
沪铜主连,commodity,2013-12-18,2004808,CU1407,51220.0000000000,
沪铜主连,commodity,2013-12-18,2004891,CU1408,51170.0000000000,
沪铜主连,commodity,2013-12-18,2004977,CU1409,51230.0000000000,
沪铜主连,commodity,2013-12-18,2005027,CU1410,51200.0000000000,
沪铜主连,commodity,2013-12-18,2005098,CU1411,51250.0000000000,
沪铜主连,commodity,2013-12-18,2005291,CU1412,51270.0000000000,
沪铜主连,commodity,2013-12-19,2003032,CU1401,51120.0000000000,
沪铜主连,commodity,2013-12-19,2003062,CU1402,51040.0000000000,1.0000000000
沪铜主连,commodity,2013-12-19,2003116,CU1403,51030.0000000000,
沪铜主连,commodity,2013-12-19,2003142,CU1404,51040.0000000000,
沪铜主连,commodity,2013-12-19,2004653,CU1405,51010.0000000000,
沪铜主连,commodity,2013-12-19,2004683,CU1406,51000.0000000000,
沪铜主连,commodity,2013-12-19,2004808,CU1407,51020.0000000000,
沪铜主连,commodity,2013-12-19,2004891,CU1408,50940.0000000000,
沪铜主连,commodity,2013-12-19,2004977,CU1409,51060.0000000000,
沪铜主连,commodity,2013-12-19,2005027,CU1410,51000.0000000000,
沪铜主连,commodity,2013-12-19,2005098,CU1411,51030.0000000000,
沪铜主连,commodity,2013-12-19,2005291,CU1412,51050.0000000000,
沪铜主连,commodity,2013-12-20,2003032,CU1401,51420.0000000000,
沪铜主连,commodity,2013-12-20,2003062,CU1402,51370.0000000000,
沪铜主连,commodity,2013-12-20,2003116,CU1403,51380.0000000000,1.0000000000
沪铜主连,commodity,2013-12-20,2003142,CU1404,51390.0000000000,
沪铜主连,commodity,2013-12-20,2004653,CU1405,51340.0000000000,
沪铜主连,commodity,2013-12-20,2004683,CU1406,51320.0000000000,
沪铜主连,commodity,2013-12-20,2004808,CU1407,51320.0000000000,
沪铜主连,commodity,2013-12-20,2004891,CU1408,51390.0000000000,
沪铜主连,commodity,2013-12-20,2004977,CU1409,51350.0000000000,
沪铜主连,commodity,2013-12-20,2005027,CU1410,51400.0000000000,
沪铜主连,commodity,2013-12-20,2005098,CU1411,51380.0000000000,
沪铜主连,commodity,2013-12-20,2005291,CU1412,51410.0000000000,
沪铜主连,commodity,2013-12-23,2003032,CU1401,51300.0000000000,
沪铜主连,commodity,2013-12-23,2003062,CU1402,51270.0000000000,
沪铜主连,commodity,2013-12-23,2003116,CU1403,51270.0000000000,1.0000000000
沪铜主连,commodity,2013-12-23,2003142,CU1404,51270.0000000000,
沪铜主连,commodity,2013-12-23,2004653,CU1405,51220.0000000000,
沪铜主连,commodity,2013-12-23,2004683,CU1406,51220.0000000000,
沪铜主连,commodity,2013-12-23,2004808,CU1407,51220.0000000000,
沪铜主连,commodity,2013-12-23,2004891,CU1408,51280.0000000000,
沪铜主连,commodity,2013-12-23,2004977,CU1409,51270.0000000000,
沪铜主连,commodity,2013-12-23,2005027,CU1410,51330.0000000000,
沪铜主连,commodity,2013-12-23,2005098,CU1411,51330.0000000000,
沪铜主连,commodity,2013-12-23,2005291,CU1412,51300.0000000000,
沪铜主连,commodity,2013-12-24,2003032,CU1401,51440.0000000000,
沪铜主连,commodity,2013-12-24,2003062,CU1402,51410.0000000000,
沪铜主连,commodity,2013-12-24,2003116,CU1403,51430.0000000000,1.0000000000
沪铜主连,commodity,2013-12-24,2003142,CU1404,51440.0000000000,
沪铜主连,commodity,2013-12-24,2004653,CU1405,51450.0000000000,
沪铜主连,commodity,2013-12-24,2004683,CU1406,51460.0000000000,
沪铜主连,commodity,2013-12-24,2004808,CU1407,51430.0000000000,
沪铜主连,commodity,2013-12-24,2004891,CU1408,51500.0000000000,
沪铜主连,commodity,2013-12-24,2004977,CU1409,51500.0000000000,
沪铜主连,commodity,2013-12-24,2005027,CU1410,51510.0000000000,
沪铜主连,commodity,2013-12-24,2005098,CU1411,51510.0000000000,
沪铜主连,commodity,2013-12-24,2005291,CU1412,51530.0000000000,
沪铜主连,commodity,2013-12-25,2003032,CU1401,52270.0000000000,
沪铜主连,commodity,2013-12-25,2003062,CU1402,52330.0000000000,
沪铜主连,commodity,2013-12-25,2003116,CU1403,52360.0000000000,1.0000000000
沪铜主连,commodity,2013-12-25,2003142,CU1404,52350.0000000000,
沪铜主连,commodity,2013-12-25,2004653,CU1405,52350.0000000000,
沪铜主连,commodity,2013-12-25,2004683,CU1406,52320.0000000000,
沪铜主连,commodity,2013-12-25,2004808,CU1407,52460.0000000000,
沪铜主连,commodity,2013-12-25,2004891,CU1408,52690.0000000000,
沪铜主连,commodity,2013-12-25,2004977,CU1409,52550.0000000000,
沪铜主连,commodity,2013-12-25,2005027,CU1410,52600.0000000000,
沪铜主连,commodity,2013-12-25,2005098,CU1411,52530.0000000000,
沪铜主连,commodity,2013-12-25,2005291,CU1412,52660.0000000000,
沪铜主连,commodity,2013-12-26,2003032,CU1401,52140.0000000000,
沪铜主连,commodity,2013-12-26,2003062,CU1402,52170.0000000000,
沪铜主连,commodity,2013-12-26,2003116,CU1403,52210.0000000000,1.0000000000
沪铜主连,commodity,2013-12-26,2003142,CU1404,52250.0000000000,
沪铜主连,commodity,2013-12-26,2004653,CU1405,52250.0000000000,
沪铜主连,commodity,2013-12-26,2004683,CU1406,52260.0000000000,
沪铜主连,commodity,2013-12-26,2004808,CU1407,52240.0000000000,
沪铜主连,commodity,2013-12-26,2004891,CU1408,52280.0000000000,
沪铜主连,commodity,2013-12-26,2004977,CU1409,52330.0000000000,
沪铜主连,commodity,2013-12-26,2005027,CU1410,52310.0000000000,
沪铜主连,commodity,2013-12-26,2005098,CU1411,52310.0000000000,
沪铜主连,commodity,2013-12-26,2005291,CU1412,52360.0000000000,
沪铜主连,commodity,2013-12-27,2003032,CU1401,52380.0000000000,
沪铜主连,commodity,2013-12-27,2003062,CU1402,52370.0000000000,
沪铜主连,commodity,2013-12-27,2003116,CU1403,52390.0000000000,1.0000000000
沪铜主连,commodity,2013-12-27,2003142,CU1404,52440.0000000000,
沪铜主连,commodity,2013-12-27,2004653,CU1405,52450.0000000000,
沪铜主连,commodity,2013-12-27,2004683,CU1406,52450.0000000000,
沪铜主连,commodity,2013-12-27,2004808,CU1407,52420.0000000000,
沪铜主连,commodity,2013-12-27,2004891,CU1408,52470.0000000000,
沪铜主连,commodity,2013-12-27,2004977,CU1409,52520.0000000000,
沪铜主连,commodity,2013-12-27,2005027,CU1410,52500.0000000000,
沪铜主连,commodity,2013-12-27,2005098,CU1411,52530.0000000000,
沪铜主连,commodity,2013-12-27,2005291,CU1412,52640.0000000000,
沪铜主连,commodity,2013-12-30,2003032,CU1401,52300.0000000000,
沪铜主连,commodity,2013-12-30,2003062,CU1402,52290.0000000000,
沪铜主连,commodity,2013-12-30,2003116,CU1403,52340.0000000000,1.0000000000
沪铜主连,commodity,2013-12-30,2003142,CU1404,52360.0000000000,
沪铜主连,commodity,2013-12-30,2004653,CU1405,52350.0000000000,
沪铜主连,commodity,2013-12-30,2004683,CU1406,52360.0000000000,
沪铜主连,commodity,2013-12-30,2004808,CU1407,52300.0000000000,
沪铜主连,commodity,2013-12-30,2004891,CU1408,52360.0000000000,
沪铜主连,commodity,2013-12-30,2004977,CU1409,52360.0000000000,
沪铜主连,commodity,2013-12-30,2005027,CU1410,52450.0000000000,
沪铜主连,commodity,2013-12-30,2005098,CU1411,52440.0000000000,
沪铜主连,commodity,2013-12-30,2005291,CU1412,52370.0000000000,
沪铜主连,commodity,2013-12-31,2003032,CU1401,52300.0000000000,
沪铜主连,commodity,2013-12-31,2003062,CU1402,52300.0000000000,
沪铜主连,commodity,2013-12-31,2003116,CU1403,52280.0000000000,1.0000000000
沪铜主连,commodity,2013-12-31,2003142,CU1404,52310.0000000000,
沪铜主连,commodity,2013-12-31,2004653,CU1405,52300.0000000000,
沪铜主连,commodity,2013-12-31,2004683,CU1406,52300.0000000000,
沪铜主连,commodity,2013-12-31,2004808,CU1407,52280.0000000000,
沪铜主连,commodity,2013-12-31,2004891,CU1408,52360.0000000000,
沪铜主连,commodity,2013-12-31,2004977,CU1409,52380.0000000000,
沪铜主连,commodity,2013-12-31,2005027,CU1410,52430.0000000000,
沪铜主连,commodity,2013-12-31,2005098,CU1411,52400.0000000000,
沪铜主连,commodity,2013-12-31,2005291,CU1412,52380.0000000000,
沪铜主连,commodity,2014-01-02,2003032,CU1401,52670.0000000000,
沪铜主连,commodity,2014-01-02,2003062,CU1402,52690.0000000000,
沪铜主连,commodity,2014-01-02,2003116,CU1403,52670.0000000000,1.0000000000
沪铜主连,commodity,2014-01-02,2003142,CU1404,52670.0000000000,
沪铜主连,commodity,2014-01-02,2004653,CU1405,52670.0000000000,
沪铜主连,commodity,2014-01-02,2004683,CU1406,52660.0000000000,
沪铜主连,commodity,2014-01-02,2004808,CU1407,52690.0000000000,
沪铜主连,commodity,2014-01-02,2004891,CU1408,52720.0000000000,
沪铜主连,commodity,2014-01-02,2004977,CU1409,52760.0000000000,
沪铜主连,commodity,2014-01-02,2005027,CU1410,52800.0000000000,
沪铜主连,commodity,2014-01-02,2005098,CU1411,52800.0000000000,
沪铜主连,commodity,2014-01-02,2005291,CU1412,52770.0000000000,
沪铜主连,commodity,2014-01-03,2003032,CU1401,51940.0000000000,
沪铜主连,commodity,2014-01-03,2003062,CU1402,51920.0000000000,
沪铜主连,commodity,2014-01-03,2003116,CU1403,51920.0000000000,1.0000000000
沪铜主连,commodity,2014-01-03,2003142,CU1404,51880.0000000000,
沪铜主连,commodity,2014-01-03,2004653,CU1405,51830.0000000000,
沪铜主连,commodity,2014-01-03,2004683,CU1406,51820.0000000000,
沪铜主连,commodity,2014-01-03,2004808,CU1407,51860.0000000000,
沪铜主连,commodity,2014-01-03,2004891,CU1408,51890.0000000000,
沪铜主连,commodity,2014-01-03,2004977,CU1409,51930.0000000000,
沪铜主连,commodity,2014-01-03,2005027,CU1410,51930.0000000000,
沪铜主连,commodity,2014-01-03,2005098,CU1411,51960.0000000000,
沪铜主连,commodity,2014-01-03,2005291,CU1412,51900.0000000000,
沪铜主连,commodity,2014-01-06,2003032,CU1401,51880.0000000000,
沪铜主连,commodity,2014-01-06,2003062,CU1402,51800.0000000000,
沪铜主连,commodity,2014-01-06,2003116,CU1403,51770.0000000000,1.0000000000
沪铜主连,commodity,2014-01-06,2003142,CU1404,51720.0000000000,
沪铜主连,commodity,2014-01-06,2004653,CU1405,51670.0000000000,
沪铜主连,commodity,2014-01-06,2004683,CU1406,51670.0000000000,
沪铜主连,commodity,2014-01-06,2004808,CU1407,51650.0000000000,
沪铜主连,commodity,2014-01-06,2004891,CU1408,51770.0000000000,
沪铜主连,commodity,2014-01-06,2004977,CU1409,51750.0000000000,
沪铜主连,commodity,2014-01-06,2005027,CU1410,51770.0000000000,
沪铜主连,commodity,2014-01-06,2005098,CU1411,51750.0000000000,
沪铜主连,commodity,2014-01-06,2005291,CU1412,51710.0000000000,
沪铜主连,commodity,2014-01-07,2003032,CU1401,52000.0000000000,
沪铜主连,commodity,2014-01-07,2003062,CU1402,51890.0000000000,
沪铜主连,commodity,2014-01-07,2003116,CU1403,51860.0000000000,1.0000000000
沪铜主连,commodity,2014-01-07,2003142,CU1404,51810.0000000000,
沪铜主连,commodity,2014-01-07,2004653,CU1405,51790.0000000000,
沪铜主连,commodity,2014-01-07,2004683,CU1406,51760.0000000000,
沪铜主连,commodity,2014-01-07,2004808,CU1407,51760.0000000000,
沪铜主连,commodity,2014-01-07,2004891,CU1408,51790.0000000000,
沪铜主连,commodity,2014-01-07,2004977,CU1409,51770.0000000000,
沪铜主连,commodity,2014-01-07,2005027,CU1410,51790.0000000000,
沪铜主连,commodity,2014-01-07,2005098,CU1411,51720.0000000000,
沪铜主连,commodity,2014-01-07,2005291,CU1412,51730.0000000000,
沪铜主连,commodity,2014-01-08,2003032,CU1401,52130.0000000000,
沪铜主连,commodity,2014-01-08,2003062,CU1402,52100.0000000000,
沪铜主连,commodity,2014-01-08,2003116,CU1403,52060.0000000000,1.0000000000
沪铜主连,commodity,2014-01-08,2003142,CU1404,52020.0000000000,
沪铜主连,commodity,2014-01-08,2004653,CU1405,51980.0000000000,
沪铜主连,commodity,2014-01-08,2004683,CU1406,51890.0000000000,
沪铜主连,commodity,2014-01-08,2004808,CU1407,51910.0000000000,
沪铜主连,commodity,2014-01-08,2004891,CU1408,51910.0000000000,
沪铜主连,commodity,2014-01-08,2004977,CU1409,51830.0000000000,
沪铜主连,commodity,2014-01-08,2005027,CU1410,51880.0000000000,
沪铜主连,commodity,2014-01-08,2005098,CU1411,51890.0000000000,
沪铜主连,commodity,2014-01-08,2005291,CU1412,51910.0000000000,
沪铜主连,commodity,2014-01-09,2003032,CU1401,51460.0000000000,
沪铜主连,commodity,2014-01-09,2003062,CU1402,51340.0000000000,
沪铜主连,commodity,2014-01-09,2003116,CU1403,51220.0000000000,1.0000000000
沪铜主连,commodity,2014-01-09,2003142,CU1404,51200.0000000000,
沪铜主连,commodity,2014-01-09,2004653,CU1405,51100.0000000000,
沪铜主连,commodity,2014-01-09,2004683,CU1406,51070.0000000000,
沪铜主连,commodity,2014-01-09,2004808,CU1407,51050.0000000000,
沪铜主连,commodity,2014-01-09,2004891,CU1408,51100.0000000000,
沪铜主连,commodity,2014-01-09,2004977,CU1409,50950.0000000000,
沪铜主连,commodity,2014-01-09,2005027,CU1410,51040.0000000000,
沪铜主连,commodity,2014-01-09,2005098,CU1411,50970.0000000000,
沪铜主连,commodity,2014-01-09,2005291,CU1412,50960.0000000000,
沪铜主连,commodity,2014-01-10,2003032,CU1401,51580.0000000000,
沪铜主连,commodity,2014-01-10,2003062,CU1402,51460.0000000000,
沪铜主连,commodity,2014-01-10,2003116,CU1403,51360.0000000000,1.0000000000
沪铜主连,commodity,2014-01-10,2003142,CU1404,51280.0000000000,
沪铜主连,commodity,2014-01-10,2004653,CU1405,51240.0000000000,
沪铜主连,commodity,2014-01-10,2004683,CU1406,51100.0000000000,
沪铜主连,commodity,2014-01-10,2004808,CU1407,51160.0000000000,
沪铜主连,commodity,2014-01-10,2004891,CU1408,51150.0000000000,
沪铜主连,commodity,2014-01-10,2004977,CU1409,51220.0000000000,
沪铜主连,commodity,2014-01-10,2005027,CU1410,51160.0000000000,
沪铜主连,commodity,2014-01-10,2005098,CU1411,51160.0000000000,
沪铜主连,commodity,2014-01-10,2005291,CU1412,51130.0000000000,
沪铜主连,commodity,2014-01-13,2003032,CU1401,51850.0000000000,
沪铜主连,commodity,2014-01-13,2003062,CU1402,51720.0000000000,
沪铜主连,commodity,2014-01-13,2003116,CU1403,51690.0000000000,1.0000000000
沪铜主连,commodity,2014-01-13,2003142,CU1404,51610.0000000000,
沪铜主连,commodity,2014-01-13,2004653,CU1405,51540.0000000000,
沪铜主连,commodity,2014-01-13,2004683,CU1406,51490.0000000000,
沪铜主连,commodity,2014-01-13,2004808,CU1407,51480.0000000000,
沪铜主连,commodity,2014-01-13,2004891,CU1408,51400.0000000000,
沪铜主连,commodity,2014-01-13,2004977,CU1409,51380.0000000000,
沪铜主连,commodity,2014-01-13,2005027,CU1410,51390.0000000000,
沪铜主连,commodity,2014-01-13,2005098,CU1411,51360.0000000000,
沪铜主连,commodity,2014-01-13,2005291,CU1412,51350.0000000000,
沪铜主连,commodity,2014-01-14,2003032,CU1401,51980.0000000000,
沪铜主连,commodity,2014-01-14,2003062,CU1402,51840.0000000000,
沪铜主连,commodity,2014-01-14,2003116,CU1403,51790.0000000000,1.0000000000
沪铜主连,commodity,2014-01-14,2003142,CU1404,51740.0000000000,
沪铜主连,commodity,2014-01-14,2004653,CU1405,51670.0000000000,
沪铜主连,commodity,2014-01-14,2004683,CU1406,51630.0000000000,
沪铜主连,commodity,2014-01-14,2004808,CU1407,51570.0000000000,
沪铜主连,commodity,2014-01-14,2004891,CU1408,51540.0000000000,
沪铜主连,commodity,2014-01-14,2004977,CU1409,51480.0000000000,
沪铜主连,commodity,2014-01-14,2005027,CU1410,51460.0000000000,
沪铜主连,commodity,2014-01-14,2005098,CU1411,51440.0000000000,
沪铜主连,commodity,2014-01-14,2005291,CU1412,51440.0000000000,
沪铜主连,commodity,2014-01-15,2003032,CU1401,51550.0000000000,
沪铜主连,commodity,2014-01-15,2003062,CU1402,51550.0000000000,
沪铜主连,commodity,2014-01-15,2003116,CU1403,51450.0000000000,
沪铜主连,commodity,2014-01-15,2003142,CU1404,51350.0000000000,1.0000000000
沪铜主连,commodity,2014-01-15,2004653,CU1405,51290.0000000000,
沪铜主连,commodity,2014-01-15,2004683,CU1406,51240.0000000000,
沪铜主连,commodity,2014-01-15,2004808,CU1407,51230.0000000000,
沪铜主连,commodity,2014-01-15,2004891,CU1408,51240.0000000000,
沪铜主连,commodity,2014-01-15,2004977,CU1409,51190.0000000000,
沪铜主连,commodity,2014-01-15,2005027,CU1410,51130.0000000000,
沪铜主连,commodity,2014-01-15,2005098,CU1411,51120.0000000000,
沪铜主连,commodity,2014-01-15,2005291,CU1412,51050.0000000000,
沪铜主连,commodity,2014-01-16,2003062,CU1402,51870.0000000000,
沪铜主连,commodity,2014-01-16,2003116,CU1403,51800.0000000000,
沪铜主连,commodity,2014-01-16,2003142,CU1404,51720.0000000000,1.0000000000
沪铜主连,commodity,2014-01-16,2004653,CU1405,51670.0000000000,
沪铜主连,commodity,2014-01-16,2004683,CU1406,51630.0000000000,
沪铜主连,commodity,2014-01-16,2004808,CU1407,51570.0000000000,
沪铜主连,commodity,2014-01-16,2004891,CU1408,51550.0000000000,
沪铜主连,commodity,2014-01-16,2004977,CU1409,51580.0000000000,
沪铜主连,commodity,2014-01-16,2005027,CU1410,51500.0000000000,
沪铜主连,commodity,2014-01-16,2005098,CU1411,51450.0000000000,
沪铜主连,commodity,2014-01-16,2005291,CU1412,51510.0000000000,
沪铜主连,commodity,2014-01-16,2005303,CU1501,51650.0000000000,
沪铜主连,commodity,2014-01-17,2003062,CU1402,51940.0000000000,
沪铜主连,commodity,2014-01-17,2003116,CU1403,51900.0000000000,
沪铜主连,commodity,2014-01-17,2003142,CU1404,51810.0000000000,1.0000000000
沪铜主连,commodity,2014-01-17,2004653,CU1405,51740.0000000000,
沪铜主连,commodity,2014-01-17,2004683,CU1406,51670.0000000000,
沪铜主连,commodity,2014-01-17,2004808,CU1407,51650.0000000000,
沪铜主连,commodity,2014-01-17,2004891,CU1408,51600.0000000000,
沪铜主连,commodity,2014-01-17,2004977,CU1409,51570.0000000000,
沪铜主连,commodity,2014-01-17,2005027,CU1410,51500.0000000000,
沪铜主连,commodity,2014-01-17,2005098,CU1411,51500.0000000000,
沪铜主连,commodity,2014-01-17,2005291,CU1412,51500.0000000000,
沪铜主连,commodity,2014-01-17,2005303,CU1501,51530.0000000000,
沪铜主连,commodity,2014-01-20,2003062,CU1402,51890.0000000000,
沪铜主连,commodity,2014-01-20,2003116,CU1403,51850.0000000000,
沪铜主连,commodity,2014-01-20,2003142,CU1404,51800.0000000000,1.0000000000
沪铜主连,commodity,2014-01-20,2004653,CU1405,51720.0000000000,
沪铜主连,commodity,2014-01-20,2004683,CU1406,51660.0000000000,
沪铜主连,commodity,2014-01-20,2004808,CU1407,51650.0000000000,
沪铜主连,commodity,2014-01-20,2004891,CU1408,51620.0000000000,
沪铜主连,commodity,2014-01-20,2004977,CU1409,51620.0000000000,
沪铜主连,commodity,2014-01-20,2005027,CU1410,51530.0000000000,
沪铜主连,commodity,2014-01-20,2005098,CU1411,51520.0000000000,
沪铜主连,commodity,2014-01-20,2005291,CU1412,51450.0000000000,
沪铜主连,commodity,2014-01-20,2005303,CU1501,51450.0000000000,
沪铜主连,commodity,2014-01-21,2003062,CU1402,51720.0000000000,
沪铜主连,commodity,2014-01-21,2003116,CU1403,51720.0000000000,
沪铜主连,commodity,2014-01-21,2003142,CU1404,51630.0000000000,1.0000000000
沪铜主连,commodity,2014-01-21,2004653,CU1405,51550.0000000000,
沪铜主连,commodity,2014-01-21,2004683,CU1406,51500.0000000000,
沪铜主连,commodity,2014-01-21,2004808,CU1407,51430.0000000000,
沪铜主连,commodity,2014-01-21,2004891,CU1408,51350.0000000000,
沪铜主连,commodity,2014-01-21,2004977,CU1409,51300.0000000000,
沪铜主连,commodity,2014-01-21,2005027,CU1410,51370.0000000000,
沪铜主连,commodity,2014-01-21,2005098,CU1411,51290.0000000000,
沪铜主连,commodity,2014-01-21,2005291,CU1412,51290.0000000000,
沪铜主连,commodity,2014-01-21,2005303,CU1501,51400.0000000000,
沪铜主连,commodity,2014-01-22,2003062,CU1402,51720.0000000000,
沪铜主连,commodity,2014-01-22,2003116,CU1403,51700.0000000000,
沪铜主连,commodity,2014-01-22,2003142,CU1404,51630.0000000000,1.0000000000
沪铜主连,commodity,2014-01-22,2004653,CU1405,51580.0000000000,
沪铜主连,commodity,2014-01-22,2004683,CU1406,51540.0000000000,
沪铜主连,commodity,2014-01-22,2004808,CU1407,51520.0000000000,
沪铜主连,commodity,2014-01-22,2004891,CU1408,51510.0000000000,
沪铜主连,commodity,2014-01-22,2004977,CU1409,51510.0000000000,
沪铜主连,commodity,2014-01-22,2005027,CU1410,51540.0000000000,
沪铜主连,commodity,2014-01-22,2005098,CU1411,51510.0000000000,
沪铜主连,commodity,2014-01-22,2005291,CU1412,51510.0000000000,
沪铜主连,commodity,2014-01-22,2005303,CU1501,51360.0000000000,
沪铜主连,commodity,2014-01-23,2003062,CU1402,51540.0000000000,
沪铜主连,commodity,2014-01-23,2003116,CU1403,51500.0000000000,
沪铜主连,commodity,2014-01-23,2003142,CU1404,51410.0000000000,1.0000000000
沪铜主连,commodity,2014-01-23,2004653,CU1405,51380.0000000000,
沪铜主连,commodity,2014-01-23,2004683,CU1406,51320.0000000000,
沪铜主连,commodity,2014-01-23,2004808,CU1407,51340.0000000000,
沪铜主连,commodity,2014-01-23,2004891,CU1408,51320.0000000000,
沪铜主连,commodity,2014-01-23,2004977,CU1409,51340.0000000000,
沪铜主连,commodity,2014-01-23,2005027,CU1410,51170.0000000000,
沪铜主连,commodity,2014-01-23,2005098,CU1411,51150.0000000000,
沪铜主连,commodity,2014-01-23,2005291,CU1412,51100.0000000000,
沪铜主连,commodity,2014-01-23,2005303,CU1501,51250.0000000000,
沪铜主连,commodity,2014-01-24,2003062,CU1402,51350.0000000000,
沪铜主连,commodity,2014-01-24,2003116,CU1403,51340.0000000000,
沪铜主连,commodity,2014-01-24,2003142,CU1404,51270.0000000000,1.0000000000
沪铜主连,commodity,2014-01-24,2004653,CU1405,51250.0000000000,
沪铜主连,commodity,2014-01-24,2004683,CU1406,51240.0000000000,
沪铜主连,commodity,2014-01-24,2004808,CU1407,51240.0000000000,
沪铜主连,commodity,2014-01-24,2004891,CU1408,51290.0000000000,
沪铜主连,commodity,2014-01-24,2004977,CU1409,51260.0000000000,
沪铜主连,commodity,2014-01-24,2005027,CU1410,51250.0000000000,
沪铜主连,commodity,2014-01-24,2005098,CU1411,51170.0000000000,
沪铜主连,commodity,2014-01-24,2005291,CU1412,51240.0000000000,
沪铜主连,commodity,2014-01-24,2005303,CU1501,51010.0000000000,
沪铜主连,commodity,2014-01-27,2003062,CU1402,51110.0000000000,
沪铜主连,commodity,2014-01-27,2003116,CU1403,51030.0000000000,
沪铜主连,commodity,2014-01-27,2003142,CU1404,50980.0000000000,1.0000000000
沪铜主连,commodity,2014-01-27,2004653,CU1405,50950.0000000000,
沪铜主连,commodity,2014-01-27,2004683,CU1406,50970.0000000000,
沪铜主连,commodity,2014-01-27,2004808,CU1407,50940.0000000000,
沪铜主连,commodity,2014-01-27,2004891,CU1408,51050.0000000000,
沪铜主连,commodity,2014-01-27,2004977,CU1409,51030.0000000000,
沪铜主连,commodity,2014-01-27,2005027,CU1410,50990.0000000000,
沪铜主连,commodity,2014-01-27,2005098,CU1411,50970.0000000000,
沪铜主连,commodity,2014-01-27,2005291,CU1412,50900.0000000000,
沪铜主连,commodity,2014-01-27,2005303,CU1501,50930.0000000000,
沪铜主连,commodity,2014-01-28,2003062,CU1402,51070.0000000000,
沪铜主连,commodity,2014-01-28,2003116,CU1403,51080.0000000000,
沪铜主连,commodity,2014-01-28,2003142,CU1404,51000.0000000000,1.0000000000
沪铜主连,commodity,2014-01-28,2004653,CU1405,50980.0000000000,
沪铜主连,commodity,2014-01-28,2004683,CU1406,50980.0000000000,
沪铜主连,commodity,2014-01-28,2004808,CU1407,50930.0000000000,
沪铜主连,commodity,2014-01-28,2004891,CU1408,51020.0000000000,
沪铜主连,commodity,2014-01-28,2004977,CU1409,51000.0000000000,
沪铜主连,commodity,2014-01-28,2005027,CU1410,50990.0000000000,
沪铜主连,commodity,2014-01-28,2005098,CU1411,50930.0000000000,
沪铜主连,commodity,2014-01-28,2005291,CU1412,50950.0000000000,
沪铜主连,commodity,2014-01-28,2005303,CU1501,51000.0000000000,
沪铜主连,commodity,2014-01-29,2003062,CU1402,51200.0000000000,
沪铜主连,commodity,2014-01-29,2003116,CU1403,51110.0000000000,
沪铜主连,commodity,2014-01-29,2003142,CU1404,51060.0000000000,1.0000000000
沪铜主连,commodity,2014-01-29,2004653,CU1405,51080.0000000000,
沪铜主连,commodity,2014-01-29,2004683,CU1406,51040.0000000000,
沪铜主连,commodity,2014-01-29,2004808,CU1407,51020.0000000000,
沪铜主连,commodity,2014-01-29,2004891,CU1408,51080.0000000000,
沪铜主连,commodity,2014-01-29,2004977,CU1409,51100.0000000000,
