2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-6.89%,-7.07%,23,,全局 (Total),20.00%,1.80,固定仓位比例测试,6.57%,12.93%,10.83%,5.82%,固定仓位_20%,58.23%,-7.22%,67.68%,2.2564,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,训练期 (2018-2020),20.00%,1.63,固定仓位比例测试,6.57%,13.54%,10.27%,6.12%,固定仓位_20%,58.23%,-7.22%,66.67%,1.3252,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,验证期 (2021-2026),20.00%,1.90,固定仓位比例测试,6.57%,12.58%,11.16%,5.64%,固定仓位_20%,58.23%,-4.98%,68.25%,1.7027,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2018年,20.00%,0.83,固定仓位比例测试,6.57%,12.98%,4.05%,4.95%,固定仓位_20%,58.23%,-4.78%,66.67%,1.0383,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2019年,20.00%,2.42,固定仓位比例测试,6.57%,14.02%,14.33%,5.60%,固定仓位_20%,58.23%,-3.51%,66.67%,1.1385,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2020年,20.00%,1.61,固定仓位比例测试,6.57%,13.59%,12.57%,7.51%,固定仓位_20%,58.23%,-7.22%,66.67%,1.1210,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2021年,20.00%,1.60,固定仓位比例测试,6.57%,14.11%,10.81%,6.57%,固定仓位_20%,58.23%,-3.47%,66.67%,1.1041,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2022年,20.00%,1.10,固定仓位比例测试,6.57%,11.89%,6.84%,6.20%,固定仓位_20%,58.23%,-4.98%,58.33%,1.0656,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2023年,20.00%,2.90,固定仓位比例测试,6.57%,12.17%,10.90%,3.59%,固定仓位_20%,58.23%,-2.05%,58.33%,1.1044,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2024年,20.00%,2.11,固定仓位比例测试,6.57%,11.29%,12.57%,5.68%,固定仓位_20%,58.23%,-2.77%,75.00%,1.1204,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2025年,20.00%,2.30,固定仓位比例测试,6.57%,13.25%,12.47%,5.18%,固定仓位_20%,58.23%,-2.86%,75.00%,1.1200,,9.95%,20.00%,fixed,
-6.89%,-7.07%,23,,2026年,20.00%,2.58,固定仓位比例测试,6.57%,13.42%,21.54%,7.68%,固定仓位_20%,58.23%,-2.75%,100.00%,1.0443,,9.95%,20.00%,fixed,
-7.06%,-7.27%,23,,全局 (Total),25.00%,1.74,固定仓位比例测试,6.74%,12.95%,11.18%,6.20%,固定仓位_25%,57.69%,-7.33%,67.68%,2.3128,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,训练期 (2018-2020),25.00%,1.60,固定仓位比例测试,6.74%,13.55%,10.97%,6.66%,固定仓位_25%,57.69%,-7.33%,66.67%,1.3497,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,验证期 (2021-2026),25.00%,1.83,固定仓位比例测试,6.74%,12.61%,11.30%,5.93%,固定仓位_25%,57.69%,-4.98%,68.25%,1.7135,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2018年,25.00%,0.72,固定仓位比例测试,6.74%,12.97%,3.70%,5.22%,固定仓位_25%,57.69%,-5.35%,66.67%,1.0350,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2019年,25.00%,2.30,固定仓位比例测试,6.74%,14.07%,15.60%,6.39%,固定仓位_25%,57.69%,-4.08%,66.67%,1.1506,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2020年,25.00%,1.65,固定仓位比例测试,6.74%,13.59%,13.86%,8.05%,固定仓位_25%,57.69%,-7.33%,66.67%,1.1333,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2021年,25.00%,1.43,固定仓位比例测试,6.74%,14.13%,10.23%,7.00%,固定仓位_25%,57.69%,-3.80%,58.33%,1.0985,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2022年,25.00%,1.05,固定仓位比例测试,6.74%,11.90%,6.51%,6.22%,固定仓位_25%,57.69%,-4.98%,58.33%,1.0624,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2023年,25.00%,2.82,固定仓位比例测试,6.74%,12.19%,11.00%,3.72%,固定仓位_25%,57.69%,-2.05%,58.33%,1.1054,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2024年,25.00%,2.02,固定仓位比例测试,6.74%,11.30%,12.98%,6.14%,固定仓位_25%,57.69%,-3.33%,75.00%,1.1243,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2025年,25.00%,2.40,固定仓位比例测试,6.74%,13.31%,13.83%,5.47%,固定仓位_25%,57.69%,-2.86%,83.33%,1.1331,,12.44%,25.00%,fixed,
-7.06%,-7.27%,23,,2026年,25.00%,2.33,固定仓位比例测试,6.74%,13.51%,20.65%,8.19%,固定仓位_25%,57.69%,-2.87%,100.00%,1.0426,,12.44%,25.00%,fixed,
-7.22%,-7.47%,23,,全局 (Total),30.00%,1.68,固定仓位比例测试,6.91%,12.97%,11.52%,6.63%,固定仓位_30%,64.98%,-7.47%,67.68%,2.3697,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,训练期 (2018-2020),30.00%,1.56,固定仓位比例测试,6.91%,13.56%,11.67%,7.24%,固定仓位_30%,64.98%,-7.47%,69.44%,1.3745,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,验证期 (2021-2026),30.00%,1.76,固定仓位比例测试,6.91%,12.63%,11.43%,6.26%,固定仓位_30%,64.98%,-4.98%,66.67%,1.7240,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2018年,30.00%,0.62,固定仓位比例测试,6.91%,12.95%,3.34%,5.53%,固定仓位_30%,64.98%,-5.94%,66.67%,1.0317,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2019年,30.00%,2.20,固定仓位比例测试,6.91%,14.12%,16.86%,7.21%,固定仓位_30%,64.98%,-4.66%,75.00%,1.1628,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2020年,30.00%,1.68,固定仓位比例测试,6.91%,13.60%,15.15%,8.63%,固定仓位_30%,64.98%,-7.47%,66.67%,1.1457,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2021年,30.00%,1.26,固定仓位比例测试,6.91%,14.16%,9.64%,7.50%,固定仓位_30%,64.98%,-4.14%,58.33%,1.0928,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2022年,30.00%,0.99,固定仓位比例测试,6.91%,11.90%,6.17%,6.24%,固定仓位_30%,64.98%,-4.98%,58.33%,1.0592,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2023年,30.00%,2.73,固定仓位比例测试,6.91%,12.21%,11.10%,3.88%,固定仓位_30%,64.98%,-2.05%,58.33%,1.1064,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2024年,30.00%,1.92,固定仓位比例测试,6.91%,11.31%,13.39%,6.65%,固定仓位_30%,64.98%,-3.89%,75.00%,1.1283,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2025年,30.00%,2.47,固定仓位比例测试,6.91%,13.36%,15.21%,5.81%,固定仓位_30%,64.98%,-2.86%,83.33%,1.1463,,14.93%,30.00%,fixed,
-7.22%,-7.47%,23,,2026年,30.00%,2.10,固定仓位比例测试,6.91%,13.59%,19.76%,8.75%,固定仓位_30%,64.98%,-2.99%,66.67%,1.0409,,14.93%,30.00%,fixed,
-7.39%,-7.66%,23,,全局 (Total),35.00%,1.61,固定仓位比例测试,7.09%,12.99%,11.86%,7.10%,固定仓位_35%,72.28%,-7.67%,67.68%,2.4270,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,训练期 (2018-2020),35.00%,1.52,固定仓位比例测试,7.09%,13.57%,12.37%,7.86%,固定仓位_35%,72.28%,-7.67%,69.44%,1.3995,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,验证期 (2021-2026),35.00%,1.68,固定仓位比例测试,7.09%,12.66%,11.56%,6.63%,固定仓位_35%,72.28%,-4.98%,66.67%,1.7342,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2018年,35.00%,0.53,固定仓位比例测试,7.09%,12.93%,2.99%,5.86%,固定仓位_35%,72.28%,-6.54%,66.67%,1.0283,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2019年,35.00%,2.11,固定仓位比例测试,7.09%,14.17%,18.13%,8.07%,固定仓位_35%,72.28%,-5.24%,75.00%,1.1751,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2020年,35.00%,1.69,固定仓位比例测试,7.09%,13.60%,16.45%,9.24%,固定仓位_35%,72.28%,-7.67%,66.67%,1.1582,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2021年,35.00%,1.11,固定仓位比例测试,7.09%,14.18%,9.04%,8.07%,固定仓位_35%,72.28%,-4.48%,58.33%,1.0871,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2022年,35.00%,0.94,固定仓位比例测试,7.09%,11.90%,5.84%,6.26%,固定仓位_35%,72.28%,-4.98%,58.33%,1.0560,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2023年,35.00%,2.64,固定仓位比例测试,7.09%,12.24%,11.21%,4.06%,固定仓位_35%,72.28%,-2.05%,58.33%,1.1074,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2024年,35.00%,1.84,固定仓位比例测试,7.09%,11.31%,13.80%,7.17%,固定仓位_35%,72.28%,-4.44%,75.00%,1.1321,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2025年,35.00%,2.51,固定仓位比例测试,7.09%,13.41%,16.60%,6.20%,固定仓位_35%,72.28%,-2.93%,83.33%,1.1596,,17.42%,35.00%,fixed,
-7.39%,-7.66%,23,,2026年,35.00%,1.89,固定仓位比例测试,7.09%,13.67%,18.87%,9.37%,固定仓位_35%,72.28%,-3.11%,66.67%,1.0392,,17.42%,35.00%,fixed,
-7.56%,-7.86%,23,,全局 (Total),40.00%,1.55,固定仓位比例测试,7.27%,13.01%,12.19%,7.60%,固定仓位_40%,80.57%,-7.91%,67.68%,2.4849,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,训练期 (2018-2020),40.00%,1.49,固定仓位比例测试,7.27%,13.58%,13.07%,8.51%,固定仓位_40%,80.57%,-7.91%,69.44%,1.4246,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,验证期 (2021-2026),40.00%,1.61,固定仓位比例测试,7.27%,12.68%,11.69%,7.04%,固定仓位_40%,80.57%,-5.00%,66.67%,1.7442,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2018年,40.00%,0.45,固定仓位比例测试,7.27%,12.91%,2.62%,6.21%,固定仓位_40%,80.57%,-7.13%,66.67%,1.0249,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2019年,40.00%,2.03,固定仓位比例测试,7.27%,14.22%,19.41%,8.94%,固定仓位_40%,80.57%,-5.82%,75.00%,1.1874,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2020年,40.00%,1.70,固定仓位比例测试,7.27%,13.60%,17.76%,9.90%,固定仓位_40%,80.57%,-7.91%,66.67%,1.1707,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2021年,40.00%,0.98,固定仓位比例测试,7.27%,14.21%,8.44%,8.69%,固定仓位_40%,80.57%,-4.86%,58.33%,1.0813,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2022年,40.00%,0.88,固定仓位比例测试,7.27%,11.91%,5.50%,6.29%,固定仓位_40%,80.57%,-4.98%,58.33%,1.0528,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2023年,40.00%,2.54,固定仓位比例测试,7.27%,12.26%,11.31%,4.25%,固定仓位_40%,80.57%,-2.05%,58.33%,1.1083,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2024年,40.00%,1.76,固定仓位比例测试,7.27%,11.32%,14.20%,7.72%,固定仓位_40%,80.57%,-5.00%,75.00%,1.1360,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2025年,40.00%,2.53,固定仓位比例测试,7.27%,13.47%,18.00%,6.62%,固定仓位_40%,80.57%,-3.08%,83.33%,1.1730,,19.90%,40.00%,fixed,
-7.56%,-7.86%,23,,2026年,40.00%,1.70,固定仓位比例测试,7.27%,13.76%,17.97%,10.02%,固定仓位_40%,80.57%,-3.23%,66.67%,1.0374,,19.90%,40.00%,fixed,
-7.73%,-8.06%,23,,全局 (Total),45.00%,1.49,固定仓位比例测试,7.46%,13.03%,12.52%,8.13%,固定仓位_45%,90.00%,-8.16%,67.68%,2.5431,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,训练期 (2018-2020),45.00%,1.45,固定仓位比例测试,7.46%,13.59%,13.77%,9.17%,固定仓位_45%,90.00%,-8.16%,69.44%,1.4500,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,验证期 (2021-2026),45.00%,1.53,固定仓位比例测试,7.46%,12.71%,11.81%,7.47%,固定仓位_45%,90.00%,-5.57%,66.67%,1.7539,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2018年,45.00%,0.37,固定仓位比例测试,7.46%,12.89%,2.26%,6.59%,固定仓位_45%,90.00%,-7.72%,66.67%,1.0214,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2019年,45.00%,1.96,固定仓位比例测试,7.46%,14.27%,20.69%,9.83%,固定仓位_45%,90.00%,-6.40%,75.00%,1.1997,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2020年,45.00%,1.70,固定仓位比例测试,7.46%,13.61%,19.07%,10.57%,固定仓位_45%,90.00%,-8.16%,66.67%,1.1833,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2021年,45.00%,0.85,固定仓位比例测试,7.46%,14.23%,7.83%,9.35%,固定仓位_45%,90.00%,-5.57%,58.33%,1.0754,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2022年,45.00%,0.83,固定仓位比例测试,7.46%,11.91%,5.17%,6.32%,固定仓位_45%,90.00%,-4.98%,58.33%,1.0496,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2023年,45.00%,2.44,固定仓位比例测试,7.46%,12.28%,11.41%,4.46%,固定仓位_45%,90.00%,-2.20%,58.33%,1.1093,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2024年,45.00%,1.69,固定仓位比例测试,7.46%,11.33%,14.60%,8.28%,固定仓位_45%,90.00%,-5.55%,75.00%,1.1398,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2025年,45.00%,2.55,固定仓位比例测试,7.46%,13.52%,19.41%,7.07%,固定仓位_45%,90.00%,-3.27%,83.33%,1.1866,,22.39%,45.00%,fixed,
-7.73%,-8.06%,23,,2026年,45.00%,1.52,固定仓位比例测试,7.46%,13.84%,17.07%,10.71%,固定仓位_45%,90.00%,-3.34%,66.67%,1.0356,,22.39%,45.00%,fixed,
-7.89%,-8.26%,23,,全局 (Total),50.00%,1.44,固定仓位比例测试,7.65%,13.05%,12.84%,8.67%,固定仓位_50%,100.00%,-8.40%,67.68%,2.6018,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,训练期 (2018-2020),50.00%,1.42,固定仓位比例测试,7.65%,13.60%,14.46%,9.86%,固定仓位_50%,100.00%,-8.40%,66.67%,1.4755,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,验证期 (2021-2026),50.00%,1.46,固定仓位比例测试,7.65%,12.73%,11.93%,7.92%,固定仓位_50%,100.00%,-6.28%,68.25%,1.7633,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2018年,50.00%,0.30,固定仓位比例测试,7.65%,12.87%,1.89%,6.98%,固定仓位_50%,100.00%,-8.32%,66.67%,1.0179,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2019年,50.00%,1.91,固定仓位比例测试,7.65%,14.32%,21.98%,10.73%,固定仓位_50%,100.00%,-6.99%,75.00%,1.2121,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2020年,50.00%,1.70,固定仓位比例测试,7.65%,13.61%,20.39%,11.27%,固定仓位_50%,100.00%,-8.40%,58.33%,1.1959,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2021年,50.00%,0.74,固定仓位比例测试,7.65%,14.25%,7.22%,10.04%,固定仓位_50%,100.00%,-6.28%,66.67%,1.0695,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2022年,50.00%,0.78,固定仓位比例测试,7.65%,11.91%,4.84%,6.35%,固定仓位_50%,100.00%,-4.98%,58.33%,1.0464,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2023年,50.00%,2.35,固定仓位比例测试,7.65%,12.30%,11.51%,4.69%,固定仓位_50%,100.00%,-2.41%,58.33%,1.1102,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2024年,50.00%,1.62,固定仓位比例测试,7.65%,11.34%,15.00%,8.86%,固定仓位_50%,100.00%,-6.09%,75.00%,1.1437,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2025年,50.00%,2.55,固定仓位比例测试,7.65%,13.57%,20.83%,7.54%,固定仓位_50%,100.00%,-3.45%,83.33%,1.2002,,24.88%,50.00%,fixed,
-7.89%,-8.26%,23,,2026年,50.00%,1.37,固定仓位比例测试,7.65%,13.92%,16.17%,11.43%,固定仓位_50%,100.00%,-3.46%,66.67%,1.0339,,24.88%,50.00%,fixed,
-6.87%,-7.05%,23,,全局 (Total),20.00%,1.89,波动率调整测试,6.64%,12.90%,10.44%,5.34%,波动率调整_20%_目标12%,58.55%,-7.20%,68.69%,2.1934,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,训练期 (2018-2020),20.00%,1.70,波动率调整测试,6.64%,13.49%,9.45%,5.41%,波动率调整_20%_目标12%,58.55%,-7.20%,66.67%,1.2972,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,验证期 (2021-2026),20.00%,1.99,波动率调整测试,6.64%,12.55%,11.00%,5.31%,波动率调整_20%_目标12%,58.55%,-4.98%,69.84%,1.6909,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2018年,20.00%,0.94,波动率调整测试,6.64%,12.99%,4.38%,4.66%,波动率调整_20%_目标12%,58.55%,-4.24%,66.67%,1.0415,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2019年,20.00%,2.82,波动率调整测试,6.64%,13.90%,13.07%,4.40%,波动率调整_20%_目标12%,58.55%,-2.44%,66.67%,1.1263,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2020年,20.00%,1.56,波动率调整测试,6.64%,13.58%,11.00%,6.83%,波动率调整_20%_目标12%,58.55%,-7.20%,66.67%,1.1059,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2021年,20.00%,1.81,波动率调整测试,6.64%,14.07%,11.51%,6.11%,波动率调整_20%_目标12%,58.55%,-3.30%,66.67%,1.1108,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2022年,20.00%,1.18,波动率调整测试,6.64%,11.89%,7.37%,6.18%,波动率调整_20%_目标12%,58.55%,-4.98%,66.67%,1.0707,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2023年,20.00%,2.78,波动率调整测试,6.64%,12.17%,10.33%,3.56%,波动率调整_20%_目标12%,58.55%,-2.05%,58.33%,1.0990,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2024年,20.00%,2.33,波动率调整测试,6.64%,11.26%,11.56%,4.73%,波动率调整_20%_目标12%,58.55%,-2.69%,75.00%,1.1107,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2025年,20.00%,2.25,波动率调整测试,6.64%,13.19%,11.75%,4.99%,波动率调整_20%_目标12%,58.55%,-2.86%,75.00%,1.1130,12.00%,6.63%,20.00%,vol_scaled,
-6.87%,-7.05%,23,,2026年,20.00%,2.84,波动率调整测试,6.64%,13.32%,22.62%,7.28%,波动率调整_20%_目标12%,58.55%,-2.67%,100.00%,1.0464,12.00%,6.63%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,全局 (Total),20.00%,1.87,波动率调整测试,6.72%,12.90%,10.62%,5.49%,波动率调整_20%_目标15%,58.23%,-7.22%,68.69%,2.2223,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,训练期 (2018-2020),20.00%,1.71,波动率调整测试,6.72%,13.50%,9.95%,5.64%,波动率调整_20%_目标15%,58.23%,-7.22%,66.67%,1.3142,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,验证期 (2021-2026),20.00%,1.96,波动率调整测试,6.72%,12.56%,11.01%,5.41%,波动率调整_20%_目标15%,58.23%,-4.98%,69.84%,1.6911,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2018年,20.00%,0.86,波动率调整测试,6.72%,12.97%,4.12%,4.81%,波动率调整_20%_目标15%,58.23%,-4.67%,66.67%,1.0390,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2019年,20.00%,2.77,波动率调整测试,6.72%,13.93%,13.88%,4.73%,波动率调整_20%_目标15%,58.23%,-2.65%,66.67%,1.1341,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2020年,20.00%,1.64,波动率调整测试,6.72%,13.58%,11.98%,7.07%,波动率调整_20%_目标15%,58.23%,-7.22%,66.67%,1.1153,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2021年,20.00%,1.71,波动率调整测试,6.72%,14.09%,11.11%,6.29%,波动率调整_20%_目标15%,58.23%,-3.30%,66.67%,1.1070,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2022年,20.00%,1.15,波动率调整测试,6.72%,11.89%,7.17%,6.18%,波动率调整_20%_目标15%,58.23%,-4.98%,66.67%,1.0688,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2023年,20.00%,2.82,波动率调整测试,6.72%,12.17%,10.58%,3.59%,波动率调整_20%_目标15%,58.23%,-2.05%,58.33%,1.1014,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2024年,20.00%,2.30,波动率调整测试,6.72%,11.26%,11.72%,4.86%,波动率调整_20%_目标15%,58.23%,-2.69%,75.00%,1.1123,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2025年,20.00%,2.26,波动率调整测试,6.72%,13.21%,12.05%,5.09%,波动率调整_20%_目标15%,58.23%,-2.86%,75.00%,1.1160,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2026年,20.00%,2.68,波动率调整测试,6.72%,13.38%,22.14%,7.57%,波动率调整_20%_目标15%,58.23%,-2.75%,100.00%,1.0454,15.00%,7.95%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,全局 (Total),20.00%,1.85,波动率调整测试,6.70%,12.91%,10.73%,5.61%,波动率调整_20%_目标18%,58.23%,-7.22%,67.68%,2.2403,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,训练期 (2018-2020),20.00%,1.70,波动率调整测试,6.70%,13.51%,10.23%,5.82%,波动率调整_20%_目标18%,58.23%,-7.22%,66.67%,1.3240,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,验证期 (2021-2026),20.00%,1.93,波动率调整测试,6.70%,12.57%,11.02%,5.48%,波动率调整_20%_目标18%,58.23%,-4.98%,68.25%,1.6921,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2018年,20.00%,0.83,波动率调整测试,6.70%,12.98%,4.01%,4.89%,波动率调整_20%_目标18%,58.23%,-4.78%,66.67%,1.0380,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2019年,20.00%,2.71,波动率调整测试,6.70%,13.96%,14.47%,5.04%,波动率调整_20%_目标18%,58.23%,-2.85%,66.67%,1.1398,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2020年,20.00%,1.65,波动率调整测试,6.70%,13.58%,12.37%,7.24%,波动率调整_20%_目标18%,58.23%,-7.22%,66.67%,1.1190,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2021年,20.00%,1.64,波动率调整测试,6.70%,14.10%,10.91%,6.44%,波动率调整_20%_目标18%,58.23%,-3.28%,66.67%,1.1050,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2022年,20.00%,1.12,波动率调整测试,6.70%,11.89%,6.97%,6.19%,波动率调整_20%_目标18%,58.23%,-4.98%,58.33%,1.0669,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2023年,20.00%,2.88,波动率调整测试,6.70%,12.17%,10.83%,3.59%,波动率调整_20%_目标18%,58.23%,-2.05%,58.33%,1.1038,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2024年,20.00%,2.27,波动率调整测试,6.70%,11.27%,11.88%,5.00%,波动率调整_20%_目标18%,58.23%,-2.69%,75.00%,1.1139,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2025年,20.00%,2.27,波动率调整测试,6.70%,13.23%,12.23%,5.15%,波动率调整_20%_目标18%,58.23%,-2.86%,75.00%,1.1177,18.00%,8.89%,20.00%,vol_scaled,
-6.89%,-7.07%,23,,2026年,20.00%,2.59,波动率调整测试,6.70%,13.42%,21.64%,7.68%,波动率调整_20%_目标18%,58.23%,-2.75%,100.00%,1.0445,18.00%,8.89%,20.00%,vol_scaled,
-6.36%,-6.44%,23,,全局 (Total),20.00%,1.87,风险预算测试,6.25%,12.86%,9.70%,5.02%,风险预算_20%_预算15%,70.81%,-6.85%,72.73%,2.0811,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,训练期 (2018-2020),20.00%,1.63,风险预算测试,6.25%,13.49%,8.14%,4.88%,风险预算_20%_预算15%,70.81%,-6.85%,69.44%,1.2528,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,验证期 (2021-2026),20.00%,2.00,风险预算测试,6.25%,12.50%,10.61%,5.10%,风险预算_20%_预算15%,70.81%,-4.98%,74.60%,1.6612,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2018年,20.00%,1.18,风险预算测试,6.25%,13.04%,5.15%,4.34%,风险预算_20%_预算15%,70.81%,-3.45%,66.67%,1.0488,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2019年,20.00%,2.74,风险预算测试,6.25%,13.84%,10.21%,3.57%,风险预算_20%_预算15%,70.81%,-1.86%,75.00%,1.0987,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2020年,20.00%,1.40,风险预算测试,6.25%,13.58%,9.05%,6.33%,风险预算_20%_预算15%,70.81%,-6.85%,66.67%,1.0872,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2021年,20.00%,2.02,风险预算测试,6.25%,14.03%,12.43%,5.90%,风险预算_20%_预算15%,70.81%,-3.40%,66.67%,1.1196,,2.02%,7.67%,risk_budget,15.00%
