2020回撤窗口收益,2020回撤窗口最大回撤,信号切换次数,单周股指变化上限,回测区间,基础股指仓位,夏普比率,实验分组,平均周换手,平均资金占用,年化收益,年化波动,方案名称,最大单周换手,最大回撤,月度胜率,期末净值,目标波动,股指平均仓位,股指最大仓位,股指模式,风险预算
-7.06%,-7.27%,23,,2019年,25.00%,2.71,波动率调整测试,6.93%,13.96%,15.03%,5.23%,波动率调整_25%_目标15%,57.69%,-2.90%,66.67%,1.1452,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2020年,25.00%,1.70,波动率调整测试,6.93%,13.58%,13.12%,7.43%,波动率调整_25%_目标15%,57.69%,-7.33%,66.67%,1.1262,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2021年,25.00%,1.57,波动率调整测试,6.93%,14.10%,10.61%,6.56%,波动率调整_25%_目标15%,57.69%,-3.33%,58.33%,1.1021,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2022年,25.00%,1.11,波动率调整测试,6.93%,11.89%,6.92%,6.19%,波动率调整_25%_目标15%,57.69%,-4.98%,58.33%,1.0664,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2023年,25.00%,2.73,波动率调整测试,6.93%,12.19%,10.61%,3.71%,波动率调整_25%_目标15%,57.69%,-2.05%,58.33%,1.1017,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2024年,25.00%,2.26,波动率调整测试,6.93%,11.27%,11.93%,5.04%,波动率调整_25%_目标15%,57.69%,-2.69%,75.00%,1.1143,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2025年,25.00%,2.38,波动率调整测试,6.93%,13.26%,13.30%,5.32%,波动率调整_25%_目标15%,57.69%,-2.86%,75.00%,1.1280,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2026年,25.00%,2.46,波动率调整测试,6.93%,13.45%,21.40%,8.01%,波动率调整_25%_目标15%,57.69%,-2.87%,100.00%,1.0440,15.00%,9.93%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,全局 (Total),25.00%,1.80,波动率调整测试,6.91%,12.93%,11.05%,5.91%,波动率调整_25%_目标18%,57.69%,-7.33%,66.67%,2.2925,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,训练期 (2018-2020),25.00%,1.69,波动率调整测试,6.91%,13.52%,10.93%,6.25%,波动率调整_25%_目标18%,57.69%,-7.33%,66.67%,1.3483,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,验证期 (2021-2026),25.00%,1.88,波动率调整测试,6.91%,12.60%,11.12%,5.71%,波动率调整_25%_目标18%,57.69%,-4.98%,66.67%,1.7002,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2018年,25.00%,0.72,波动率调整测试,6.91%,12.96%,3.65%,5.13%,波动率调整_25%_目标18%,57.69%,-5.35%,66.67%,1.0346,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2019年,25.00%,2.63,波动率调整测试,6.91%,14.00%,15.78%,5.64%,波动率调整_25%_目标18%,57.69%,-3.16%,66.67%,1.1524,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2020年,25.00%,1.70,波动率调整测试,6.91%,13.59%,13.60%,7.67%,波动率调整_25%_目标18%,57.69%,-7.33%,66.67%,1.1309,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2021年,25.00%,1.48,波动率调整测试,6.91%,14.12%,10.35%,6.80%,波动率调整_25%_目标18%,57.69%,-3.57%,58.33%,1.0996,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2022年,25.00%,1.07,波动率调整测试,6.91%,11.89%,6.67%,6.21%,波动率调整_25%_目标18%,57.69%,-4.98%,58.33%,1.0640,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2023年,25.00%,2.80,波动率调整测试,6.91%,12.19%,10.92%,3.72%,波动率调整_25%_目标18%,57.69%,-2.05%,58.33%,1.1047,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2024年,25.00%,2.22,波动率调整测试,6.91%,11.27%,12.13%,5.23%,波动率调整_25%_目标18%,57.69%,-2.69%,75.00%,1.1162,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2025年,25.00%,2.37,波动率调整测试,6.91%,13.28%,13.53%,5.42%,波动率调整_25%_目标18%,57.69%,-2.86%,75.00%,1.1302,18.00%,11.12%,25.00%,vol_scaled,
-7.06%,-7.27%,23,,2026年,25.00%,2.35,波动率调整测试,6.91%,13.50%,20.78%,8.18%,波动率调整_25%_目标18%,57.69%,-2.87%,100.00%,1.0428,18.00%,11.12%,25.00%,vol_scaled,
-6.36%,-6.44%,23,,全局 (Total),25.00%,1.87,风险预算测试,6.25%,12.86%,9.70%,5.02%,风险预算_25%_预算15%,70.81%,-6.85%,72.73%,2.0811,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,训练期 (2018-2020),25.00%,1.63,风险预算测试,6.25%,13.49%,8.14%,4.88%,风险预算_25%_预算15%,70.81%,-6.85%,69.44%,1.2528,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,验证期 (2021-2026),25.00%,2.00,风险预算测试,6.25%,12.50%,10.61%,5.10%,风险预算_25%_预算15%,70.81%,-4.98%,74.60%,1.6612,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2018年,25.00%,1.18,风险预算测试,6.25%,13.04%,5.15%,4.34%,风险预算_25%_预算15%,70.81%,-3.45%,66.67%,1.0488,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2019年,25.00%,2.74,风险预算测试,6.25%,13.84%,10.21%,3.57%,风险预算_25%_预算15%,70.81%,-1.86%,75.00%,1.0987,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2020年,25.00%,1.40,风险预算测试,6.25%,13.58%,9.05%,6.33%,风险预算_25%_预算15%,70.81%,-6.85%,66.67%,1.0872,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2021年,25.00%,2.02,风险预算测试,6.25%,14.03%,12.43%,5.90%,风险预算_25%_预算15%,70.81%,-3.40%,66.67%,1.1196,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2022年,25.00%,1.25,风险预算测试,6.25%,11.88%,7.81%,6.17%,风险预算_25%_预算15%,70.81%,-4.98%,66.67%,1.0749,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2023年,25.00%,3.01,风险预算测试,6.25%,12.11%,10.59%,3.37%,风险预算_25%_预算15%,70.81%,-2.05%,75.00%,1.1014,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2024年,25.00%,2.39,风险预算测试,6.25%,11.25%,11.12%,4.46%,风险预算_25%_预算15%,70.81%,-2.69%,75.00%,1.1065,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2025年,25.00%,1.70,风险预算测试,6.25%,13.08%,8.20%,4.70%,风险预算_25%_预算15%,70.81%,-2.90%,83.33%,1.0789,,2.02%,7.67%,risk_budget,15.00%
-6.36%,-6.44%,23,,2026年,25.00%,3.32,风险预算测试,6.25%,13.15%,24.38%,6.65%,风险预算_25%_预算15%,70.81%,-2.39%,100.00%,1.0497,,2.02%,7.67%,risk_budget,15.00%
-6.41%,-6.50%,23,,全局 (Total),25.00%,1.88,风险预算测试,6.33%,12.87%,9.82%,5.06%,风险预算_25%_预算20%,70.01%,-6.88%,71.72%,2.0985,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,训练期 (2018-2020),25.00%,1.65,风险预算测试,6.33%,13.49%,8.41%,4.96%,风险预算_25%_预算20%,70.01%,-6.88%,69.44%,1.2620,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,验证期 (2021-2026),25.00%,2.00,风险预算测试,6.33%,12.51%,10.63%,5.12%,风险预算_25%_预算20%,70.01%,-4.98%,73.02%,1.6629,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2018年,25.00%,1.15,风险预算测试,6.33%,13.04%,5.05%,4.38%,风险预算_25%_预算20%,70.01%,-3.45%,66.67%,1.0479,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2019年,25.00%,2.77,风险预算测试,6.33%,13.85%,10.55%,3.64%,风险预算_25%_预算20%,70.01%,-1.89%,75.00%,1.1020,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2020年,25.00%,1.46,风险预算测试,6.33%,13.59%,9.65%,6.43%,风险预算_25%_预算20%,70.01%,-6.88%,66.67%,1.0929,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2021年,25.00%,1.97,风险预算测试,6.33%,14.04%,12.17%,5.92%,风险预算_25%_预算20%,70.01%,-3.35%,66.67%,1.1172,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2022年,25.00%,1.23,风险预算测试,6.33%,11.89%,7.67%,6.17%,风险预算_25%_预算20%,70.01%,-4.98%,66.67%,1.0736,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2023年,25.00%,3.00,风险预算测试,6.33%,12.12%,10.63%,3.38%,风险预算_25%_预算20%,70.01%,-2.05%,66.67%,1.1019,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2024年,25.00%,2.37,风险预算测试,6.33%,11.26%,11.21%,4.52%,风险预算_25%_预算20%,70.01%,-2.69%,75.00%,1.1074,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2025年,25.00%,1.78,风险预算测试,6.33%,13.09%,8.62%,4.71%,风险预算_25%_预算20%,70.01%,-2.89%,83.33%,1.0830,,2.81%,10.53%,risk_budget,20.00%
-6.41%,-6.50%,23,,2026年,25.00%,3.25,风险预算测试,6.33%,13.18%,24.10%,6.71%,风险预算_25%_预算20%,70.01%,-2.43%,100.00%,1.0492,,2.81%,10.53%,risk_budget,20.00%
-6.47%,-6.57%,23,,全局 (Total),25.00%,1.88,风险预算测试,6.43%,12.87%,9.95%,5.12%,风险预算_25%_预算25%,69.13%,-6.92%,72.73%,2.1175,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,训练期 (2018-2020),25.00%,1.68,风险预算测试,6.43%,13.49%,8.71%,5.05%,风险预算_25%_预算25%,69.13%,-6.92%,72.22%,1.2720,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,验证期 (2021-2026),25.00%,1.99,风险预算测试,6.43%,12.52%,10.66%,5.16%,风险预算_25%_预算25%,69.13%,-4.98%,73.02%,1.6647,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2018年,25.00%,1.11,风险预算测试,6.43%,13.03%,4.94%,4.42%,风险预算_25%_预算25%,69.13%,-3.45%,66.67%,1.0468,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2019年,25.00%,2.80,风险预算测试,6.43%,13.86%,10.93%,3.73%,风险预算_25%_预算25%,69.13%,-1.98%,83.33%,1.1057,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2020年,25.00%,1.52,风险预算测试,6.43%,13.59%,10.28%,6.56%,风险预算_25%_预算25%,69.13%,-6.92%,66.67%,1.0990,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2021年,25.00%,1.91,风险预算测试,6.43%,14.05%,11.90%,5.97%,风险预算_25%_预算25%,69.13%,-3.31%,66.67%,1.1145,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2022年,25.00%,1.21,风险预算测试,6.43%,11.89%,7.52%,6.17%,风险预算_25%_预算25%,69.13%,-4.98%,66.67%,1.0721,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2023年,25.00%,3.00,风险预算测试,6.43%,12.12%,10.68%,3.40%,风险预算_25%_预算25%,69.13%,-2.05%,66.67%,1.1024,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2024年,25.00%,2.36,风险预算测试,6.43%,11.26%,11.31%,4.59%,风险预算_25%_预算25%,69.13%,-2.69%,75.00%,1.1083,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2025年,25.00%,1.86,风险预算测试,6.43%,13.11%,9.08%,4.73%,风险预算_25%_预算25%,69.13%,-2.88%,83.33%,1.0875,,3.67%,13.56%,risk_budget,25.00%
-6.47%,-6.57%,23,,2026年,25.00%,3.18,风险预算测试,6.43%,13.21%,23.80%,6.80%,风险预算_25%_预算25%,69.13%,-2.47%,100.00%,1.0486,,3.67%,13.56%,risk_budget,25.00%
-7.17%,-7.38%,23,10.00%,全局 (Total),25.00%,1.72,信号限速测试,6.65%,12.96%,11.01%,6.20%,固定仓位限速_25%_周变10pct,54.59%,-7.44%,68.69%,2.2850,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,训练期 (2018-2020),25.00%,1.55,信号限速测试,6.65%,13.56%,10.88%,6.79%,固定仓位限速_25%_周变10pct,54.59%,-7.44%,66.67%,1.3465,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,验证期 (2021-2026),25.00%,1.83,信号限速测试,6.65%,12.61%,11.08%,5.83%,固定仓位限速_25%_周变10pct,54.59%,-4.98%,69.84%,1.6970,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2018年,25.00%,0.69,信号限速测试,6.65%,13.00%,3.51%,5.23%,固定仓位限速_25%_周变10pct,54.59%,-5.35%,66.67%,1.0333,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2019年,25.00%,2.26,信号限速测试,6.65%,14.06%,15.20%,6.35%,固定仓位限速_25%_周变10pct,54.59%,-4.08%,66.67%,1.1469,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2020年,25.00%,1.62,信号限速测试,6.65%,13.61%,14.17%,8.40%,固定仓位限速_25%_周变10pct,54.59%,-7.44%,66.67%,1.1363,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2021年,25.00%,1.43,信号限速测试,6.65%,14.15%,10.26%,6.99%,固定仓位限速_25%_周变10pct,54.59%,-3.80%,58.33%,1.0988,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2022年,25.00%,1.13,信号限速测试,6.65%,11.89%,7.08%,6.20%,固定仓位限速_25%_周变10pct,54.59%,-4.98%,66.67%,1.0679,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2023年,25.00%,2.76,信号限速测试,6.65%,12.22%,10.81%,3.75%,固定仓位限速_25%_周变10pct,54.59%,-2.05%,58.33%,1.1036,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2024年,25.00%,2.10,信号限速测试,6.65%,11.32%,12.10%,5.50%,固定仓位限速_25%_周变10pct,54.59%,-2.80%,83.33%,1.1159,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2025年,25.00%,2.23,信号限速测试,6.65%,13.27%,13.14%,5.60%,固定仓位限速_25%_周变10pct,54.59%,-3.43%,75.00%,1.1265,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,2026年,25.00%,2.33,信号限速测试,6.65%,13.51%,20.65%,8.19%,固定仓位限速_25%_周变10pct,54.59%,-2.87%,100.00%,1.0426,,12.39%,25.00%,fixed,
-7.17%,-7.38%,23,10.00%,全局 (Total),25.00%,1.80,信号限速测试,6.87%,12.93%,10.78%,5.79%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-7.44%,67.68%,2.2476,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,训练期 (2018-2020),25.00%,1.64,信号限速测试,6.87%,13.51%,10.43%,6.16%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-7.44%,66.67%,1.3309,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,验证期 (2021-2026),25.00%,1.90,信号限速测试,6.87%,12.59%,10.98%,5.57%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-4.98%,68.25%,1.6887,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2018年,25.00%,0.71,信号限速测试,6.87%,12.98%,3.52%,5.02%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-5.20%,66.67%,1.0333,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2019年,25.00%,2.69,信号限速测试,6.87%,13.95%,14.86%,5.21%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-2.90%,66.67%,1.1435,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2020年,25.00%,1.61,信号限速测试,6.87%,13.60%,13.14%,7.84%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-7.44%,66.67%,1.1264,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2021年,25.00%,1.57,信号限速测试,6.87%,14.12%,10.64%,6.56%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-3.33%,58.33%,1.1024,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2022年,25.00%,1.14,信号限速测试,6.87%,11.89%,7.09%,6.19%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-4.98%,66.67%,1.0680,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2023年,25.00%,2.67,信号限速测试,6.87%,12.22%,10.42%,3.74%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-2.05%,58.33%,1.0998,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2024年,25.00%,2.25,信号限速测试,6.87%,11.27%,11.59%,4.93%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-2.69%,75.00%,1.1111,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2025年,25.00%,2.31,信号限速测试,6.87%,13.24%,12.92%,5.32%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-3.11%,75.00%,1.1243,15.00%,9.97%,25.00%,vol_scaled,
-7.17%,-7.38%,23,10.00%,2026年,25.00%,2.46,信号限速测试,6.87%,13.45%,21.40%,8.01%,波动率调整限速_25%_目标15%_周变10pct,54.59%,-2.87%,100.00%,1.0440,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,全局 (Total),25.00%,1.72,信号限速测试,6.70%,12.95%,11.01%,6.20%,固定仓位限速_25%_周变15pct,54.59%,-7.49%,65.66%,2.2847,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,训练期 (2018-2020),25.00%,1.58,信号限速测试,6.70%,13.55%,10.96%,6.74%,固定仓位限速_25%_周变15pct,54.59%,-7.49%,66.67%,1.3493,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,验证期 (2021-2026),25.00%,1.81,信号限速测试,6.70%,12.61%,11.03%,5.87%,固定仓位限速_25%_周变15pct,54.59%,-4.98%,65.08%,1.6932,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2018年,25.00%,0.72,信号限速测试,6.70%,12.98%,3.69%,5.22%,固定仓位限速_25%_周变15pct,54.59%,-5.35%,66.67%,1.0349,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2019年,25.00%,2.29,信号限速测试,6.70%,14.07%,15.44%,6.37%,固定仓位限速_25%_周变15pct,54.59%,-4.08%,66.67%,1.1492,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2020年,25.00%,1.63,信号限速测试,6.70%,13.60%,13.98%,8.26%,固定仓位限速_25%_周变15pct,54.59%,-7.49%,66.67%,1.1345,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2021年,25.00%,1.43,信号限速测试,6.70%,14.14%,10.25%,6.99%,固定仓位限速_25%_周变15pct,54.59%,-3.80%,58.33%,1.0987,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2022年,25.00%,1.08,信号限速测试,6.70%,11.90%,6.71%,6.21%,固定仓位限速_25%_周变15pct,54.59%,-4.98%,58.33%,1.0644,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2023年,25.00%,2.77,信号限速测试,6.70%,12.21%,10.85%,3.74%,固定仓位限速_25%_周变15pct,54.59%,-2.05%,58.33%,1.1040,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2024年,25.00%,1.96,信号限速测试,6.70%,11.31%,11.90%,5.83%,固定仓位限速_25%_周变15pct,54.59%,-3.33%,66.67%,1.1140,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2025年,25.00%,2.34,信号限速测试,6.70%,13.29%,13.44%,5.46%,固定仓位限速_25%_周变15pct,54.59%,-3.09%,75.00%,1.1293,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,2026年,25.00%,2.33,信号限速测试,6.70%,13.51%,20.65%,8.19%,固定仓位限速_25%_周变15pct,54.59%,-2.87%,100.00%,1.0426,,12.42%,25.00%,fixed,
-7.21%,-7.42%,23,15.00%,全局 (Total),25.00%,1.81,信号限速测试,6.91%,12.92%,10.83%,5.78%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-7.49%,67.68%,2.2567,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,训练期 (2018-2020),25.00%,1.66,信号限速测试,6.91%,13.51%,10.44%,6.10%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-7.49%,66.67%,1.3310,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,验证期 (2021-2026),25.00%,1.91,信号限速测试,6.91%,12.59%,11.06%,5.59%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-4.98%,68.25%,1.6955,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2018年,25.00%,0.73,信号限速测试,6.91%,12.97%,3.62%,5.02%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-5.20%,66.67%,1.0343,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2019年,25.00%,2.70,信号限速测试,6.91%,13.96%,14.97%,5.22%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-2.90%,66.67%,1.1446,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2020年,25.00%,1.62,信号限速测试,6.91%,13.59%,12.92%,7.68%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-7.49%,66.67%,1.1243,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2021年,25.00%,1.57,信号限速测试,6.91%,14.11%,10.63%,6.56%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-3.33%,58.33%,1.1023,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2022年,25.00%,1.12,信号限速测试,6.91%,11.89%,6.99%,6.19%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-4.98%,66.67%,1.0670,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2023年,25.00%,2.69,信号限速测试,6.91%,12.20%,10.46%,3.73%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-2.05%,58.33%,1.1002,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2024年,25.00%,2.26,信号限速测试,6.91%,11.27%,11.93%,5.04%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-2.69%,75.00%,1.1143,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2025年,25.00%,2.35,信号限速测试,6.91%,13.25%,13.12%,5.32%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-2.90%,75.00%,1.1262,15.00%,9.97%,25.00%,vol_scaled,
-7.21%,-7.42%,23,15.00%,2026年,25.00%,2.46,信号限速测试,6.91%,13.45%,21.40%,8.01%,波动率调整限速_25%_目标15%_周变15pct,54.59%,-2.87%,100.00%,1.0440,15.00%,9.97%,25.00%,vol_scaled,
-7.14%,-7.35%,23,20.00%,全局 (Total),25.00%,1.73,信号限速测试,6.69%,12.95%,11.09%,6.20%,固定仓位限速_25%_周变20pct,54.59%,-7.41%,66.67%,2.2988,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,训练期 (2018-2020),25.00%,1.59,信号限速测试,6.69%,13.55%,10.97%,6.69%,固定仓位限速_25%_周变20pct,54.59%,-7.41%,66.67%,1.3495,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,验证期 (2021-2026),25.00%,1.83,信号限速测试,6.69%,12.61%,11.17%,5.90%,固定仓位限速_25%_周变20pct,54.59%,-4.98%,66.67%,1.7034,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2018年,25.00%,0.72,信号限速测试,6.69%,12.97%,3.69%,5.22%,固定仓位限速_25%_周变20pct,54.59%,-5.35%,66.67%,1.0350,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2019年,25.00%,2.29,信号限速测试,6.69%,14.07%,15.52%,6.38%,固定仓位限速_25%_周变20pct,54.59%,-4.08%,66.67%,1.1499,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2020年,25.00%,1.64,信号限速测试,6.69%,13.60%,13.92%,8.13%,固定仓位限速_25%_周变20pct,54.59%,-7.41%,66.67%,1.1339,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2021年,25.00%,1.43,信号限速测试,6.69%,14.14%,10.24%,6.99%,固定仓位限速_25%_周变20pct,54.59%,-3.80%,58.33%,1.0986,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2022年,25.00%,1.06,信号限速测试,6.69%,11.90%,6.61%,6.21%,固定仓位限速_25%_周变20pct,54.59%,-4.98%,58.33%,1.0634,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2023年,25.00%,2.80,信号限速测试,6.69%,12.20%,10.92%,3.73%,固定仓位限速_25%_周变20pct,54.59%,-2.05%,58.33%,1.1047,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2024年,25.00%,1.99,信号限速测试,6.69%,11.30%,12.44%,5.98%,固定仓位限速_25%_周变20pct,54.59%,-3.33%,75.00%,1.1192,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2025年,25.00%,2.37,信号限速测试,6.69%,13.30%,13.64%,5.46%,固定仓位限速_25%_周变20pct,54.59%,-2.88%,75.00%,1.1312,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,2026年,25.00%,2.33,信号限速测试,6.69%,13.51%,20.65%,8.19%,固定仓位限速_25%_周变20pct,54.59%,-2.87%,100.00%,1.0426,,12.43%,25.00%,fixed,
-7.14%,-7.35%,23,20.00%,全局 (Total),25.00%,1.82,信号限速测试,6.92%,12.92%,10.88%,5.75%,波动率调整限速_25%_目标15%_周变20pct,54.59%,-7.41%,66.67%,2.2644,15.00%,9.95%,25.00%,vol_scaled,
-7.14%,-7.35%,23,20.00%,训练期 (2018-2020),25.00%,1.68,信号限速测试,6.92%,13.50%,10.51%,6.04%,波动率调整限速_25%_目标15%_周变20pct,54.59%,-7.41%,66.67%,1.3335,15.00%,9.95%,25.00%,vol_scaled,
