,风险平价策略,全天候策略,全天候增强策略 (动量择时)
2018-12-10,1.594259025400512,1.5891734810992781,2.0896842947351337
2018-12-11,1.5945953325231441,1.589486854391502,2.093215067900239
2018-12-12,1.594732924510233,1.5887326908173867,2.0915283656583608
2018-12-13,1.5928483984346793,1.5865858441165948,2.0878937880624853
2018-12-14,1.5849498771277355,1.5794853048015558,2.0782604425792717
2018-12-17,1.5824463225572218,1.5774886256006044,2.0753652302663306
2018-12-18,1.5824690304053013,1.578373321147072,2.0781863065793758
2018-12-19,1.581287949668203,1.5781445390344007,2.0831024243084797
2018-12-20,1.5818734421328127,1.5757197704235326,2.081998082632725
2018-12-21,1.582344554245207,1.5769969164840818,2.0866703692879445
