月份,周期划分,资产,月收益(%)
2024-10,宽货币紧信用,沪铜主连,-2.930204895956501
2024-10,宽货币紧信用,沪铝主连,1.125033324445912
2024-10,宽货币紧信用,红利低波ETF,-5.678793256434833
2024-10,宽货币紧信用,豆粕主连,-5.015873015896033
2024-11,宽货币紧信用,10年国债主连,0.9956439397500461
2024-11,宽货币紧信用,30年国债主连,2.6163296362209376
2024-11,宽货币紧信用,PTA主连,-2.1960146401685865
2024-11,宽货币紧信用,中证1000主连,1.4708712122363243
2024-11,宽货币紧信用,中证500主连,-0.7511712447628272
2024-11,宽货币紧信用,原油主连,2.000134891109373
2024-11,宽货币紧信用,沪深300主连,0.5195496045220072
2024-11,宽货币紧信用,沪金主连,-2.978343659324456
2024-11,宽货币紧信用,沪铜主连,-3.6311195606511637
2024-11,宽货币紧信用,沪铝主连,-1.5686785464006592
2024-11,宽货币紧信用,红利低波ETF,2.0696142990062505
2024-11,宽货币紧信用,豆粕主连,-0.7445574956669643
2024-12,宽货币宽信用,10年国债主连,1.7135119994161174
2024-12,宽货币宽信用,30年国债主连,3.745416448484451
2024-12,宽货币宽信用,PTA主连,-0.1322504770847832
2024-12,宽货币宽信用,中证1000主连,-2.9225714913233447
2024-12,宽货币宽信用,中证500主连,-1.7638073842621838
2024-12,宽货币宽信用,原油主连,6.019420656414565
2024-12,宽货币宽信用,沪深300主连,0.3884986362911569
2024-12,宽货币宽信用,沪金主连,-0.19392372337145858
2024-12,宽货币宽信用,沪铜主连,-0.12185764819974132
2024-12,宽货币宽信用,沪铝主连,-3.206124637294716
2024-12,宽货币宽信用,红利低波ETF,3.5944700459955348
2024-12,宽货币宽信用,豆粕主连,-3.7486611925023783
2025-01,宽货币宽信用,10年国债主连,0.380996098399522
2025-01,宽货币宽信用,30年国债主连,2.0281073803623206
2025-01,宽货币宽信用,PTA主连,2.044153720285591
2025-01,宽货币宽信用,中证1000主连,-1.0209173244305925
2025-01,宽货币宽信用,中证500主连,-1.8520485934711672
2025-01,宽货币宽信用,原油主连,9.585328630286693
2025-01,宽货币宽信用,沪深300主连,-2.916463809208192
2025-01,宽货币宽信用,沪金主连,4.536355417967597
2025-01,宽货币宽信用,沪铜主连,2.304560193282734
2025-01,宽货币宽信用,沪铝主连,2.170110772664846
2025-01,宽货币宽信用,红利低波ETF,-2.402135231219893
2025-01,宽货币宽信用,豆粕主连,4.673590504500691
2025-02,宽货币宽信用,10年国债主连,-1.0334109348612786
2025-02,宽货币宽信用,30年国债主连,-2.2692165498937933
2025-02,宽货币宽信用,PTA主连,0.04006410239709712
2025-02,宽货币宽信用,中证1000主连,7.5647590534065
2025-02,宽货币宽信用,中证500主连,5.433382855946323
2025-02,宽货币宽信用,原油主连,-5.949450605222895
2025-02,宽货币宽信用,沪深300主连,2.729108238288691
2025-02,宽货币宽信用,沪金主连,3.772939193767111
2025-02,宽货币宽信用,沪铜主连,1.4204182466305504
2025-02,宽货币宽信用,沪铝主连,1.803107973655771
2025-02,宽货币宽信用,红利低波ETF,-1.1850501367396737
2025-02,宽货币宽信用,豆粕主连,3.89794472010645
2025-03,宽货币宽信用,10年国债主连,-0.3556417720297689
2025-03,宽货币宽信用,30年国债主连,-1.5846114735889039
2025-03,宽货币宽信用,PTA主连,-3.0436523829245665
2025-03,宽货币宽信用,中证1000主连,0.7633689370060814
2025-03,宽货币宽信用,中证500主连,0.696079542520267
2025-03,宽货币宽信用,原油主连,0.16907902707115063
2025-03,宽货币宽信用,沪深300主连,-0.11961620159516295
2025-03,宽货币宽信用,沪金主连,8.3625348932155
2025-03,宽货币宽信用,沪铜主连,3.890219687696961
2025-03,宽货币宽信用,沪铝主连,-0.8465443303462217
2025-03,宽货币宽信用,红利低波ETF,2.5830258301613895
2025-03,宽货币宽信用,豆粕主连,-2.5259496235390255
2025-04,宽货币宽信用,10年国债主连,1.0475572447876003
2025-04,宽货币宽信用,30年国债主连,3.977957637351359
2025-04,宽货币宽信用,PTA主连,-9.38276231921985
2025-04,宽货币宽信用,中证1000主连,-3.037354840824835
2025-04,宽货币宽信用,中证500主连,-2.757678716721701
2025-04,宽货币宽信用,原油主连,-12.060356226125357
2025-04,宽货币宽信用,沪深300主连,-2.6852571896203825
2025-04,宽货币宽信用,沪金主连,6.919704028500107
2025-04,宽货币宽信用,沪铜主连,-3.3513077851494155
2025-04,宽货币宽信用,沪铝主连,-2.4804256624289422
2025-04,宽货币宽信用,红利低波ETF,-0.26978417275066446
2025-04,宽货币宽信用,豆粕主连,-2.308464369041352
2025-05,宽货币宽信用,10年国债主连,-0.4585164386186169
2025-05,宽货币宽信用,30年国债主连,-1.3993757412639751
2025-05,宽货币宽信用,PTA主连,5.9990978800265715
2025-05,宽货币宽信用,中证1000主连,2.831794139205557
2025-05,宽货币宽信用,中证500主连,2.169622676951488
2025-05,宽货币宽信用,原油主连,-2.868516517811881
2025-05,宽货币宽信用,沪深300主连,2.7257078136913915
2025-05,宽货币宽信用,沪金主连,-1.3522840563577554
2025-05,宽货币宽信用,沪铜主连,0.8920048714351259
2025-05,宽货币宽信用,沪铝主连,1.184774388736809
2025-05,宽货币宽信用,红利低波ETF,4.508566275934789
2025-05,宽货币宽信用,豆粕主连,1.643835616624889
2025-06,宽货币宽信用,10年国债主连,0.1563577835016705
2025-06,宽货币宽信用,30年国债主连,0.8458253078522437
2025-06,宽货币宽信用,PTA主连,2.0851063829557592
2025-06,宽货币宽信用,中证1000主连,6.73659747561175
2025-06,宽货币宽信用,中证500主连,5.286590985013184
2025-06,宽货币宽信用,原油主连,12.70573952195475
2025-06,宽货币宽信用,沪深300主连,3.4010343115493002
2025-06,宽货币宽信用,沪金主连,-0.8366041600596841
2025-06,宽货币宽信用,沪铜主连,3.095317258012509
2025-06,宽货币宽信用,沪铝主连,3.142373303740076
2025-06,宽货币宽信用,红利低波ETF,2.3295944782322664
2025-06,宽货币宽信用,豆粕主连,-0.235849056694859
2025-07,宽货币宽信用,10年国债主连,-0.37650948182889055
2025-07,宽货币宽信用,30年国债主连,-1.0795548912371
2025-07,宽货币宽信用,PTA主连,0.20842017505393606
2025-07,宽货币宽信用,中证1000主连,5.962753015445599
2025-07,宽货币宽信用,中证500主连,6.439482139054098
2025-07,宽货币宽信用,原油主连,9.98938020178375
2025-07,宽货币宽信用,沪深300主连,4.110850032714941
2025-07,宽货币宽信用,沪金主连,0.35175486613279183
2025-07,宽货币宽信用,沪铜主连,-2.376997182855445
2025-07,宽货币宽信用,沪铝主连,-0.1691090754783353
2025-07,宽货币宽信用,红利低波ETF,-0.5059021921273055
2025-07,宽货币宽信用,豆粕主连,1.317122593719855
2025-08,宽货币紧信用,10年国债主连,-0.525543784287974
2025-08,宽货币紧信用,30年国债主连,-1.6491714487626097
2025-08,宽货币紧信用,PTA主连,-1.215001376784608
2025-08,宽货币紧信用,中证1000主连,12.66926734455469
2025-08,宽货币紧信用,中证500主连,14.222612216263597
2025-08,宽货币紧信用,原油主连,-8.881590885875701
2025-08,宽货币紧信用,沪深300主连,11.06921253220845
2025-08,宽货币紧信用,沪金主连,1.9265721551800397
2025-08,宽货币紧信用,沪铜主连,1.7943924977101844
2025-08,宽货币紧信用,沪铝主连,1.2188706069067967
2025-08,宽货币紧信用,红利低波ETF,1.186440677978351
2025-08,宽货币紧信用,豆粕主连,0.799999999860046
2025-09,宽货币紧信用,10年国债主连,0.03246452095138075
2025-09,宽货币紧信用,30年国债主连,-2.273702273819267
2025-09,宽货币紧信用,PTA主连,-3.971571906237259
2025-09,宽货币紧信用,中证1000主连,4.0346887989911595
2025-09,宽货币紧信用,中证500主连,6.88273847266323
2025-09,宽货币紧信用,原油主连,-1.4239098458551758
2025-09,宽货币紧信用,沪深300主连,3.372144168167579
2025-09,宽货币紧信用,沪金主连,11.046201518752774
2025-09,宽货币紧信用,沪铜主连,4.659362800714373
2025-09,宽货币紧信用,沪铝主连,-0.31300846084579836
2025-09,宽货币紧信用,红利低波ETF,-4.606365159109904
2025-09,宽货币紧信用,豆粕主连,-4.157119476200155
2025-10,宽货币紧信用,10年国债主连,0.7742593536252729
2025-10,宽货币紧信用,30年国债主连,2.4407374888897992
2025-10,宽货币紧信用,PTA主连,-0.1741401829340239
2025-10,宽货币紧信用,中证1000主连,0.2570943859513619
2025-10,宽货币紧信用,中证500主连,0.5669324036985834
2025-10,宽货币紧信用,原油主连,-4.590419056497852
2025-10,宽货币紧信用,沪深300主连,1.1180433345208796
2025-10,宽货币紧信用,沪金主连,5.434583714835584
2025-10,宽货币紧信用,沪铜主连,4.631601976695743
2025-10,宽货币紧信用,沪铝主连,2.9240551778053403
2025-10,宽货币紧信用,红利低波ETF,4.302019314981331
2025-10,宽货币紧信用,豆粕主连,3.176229508084938
2025-11,宽货币紧信用,10年国债主连,-0.5065574232975156
2025-11,宽货币紧信用,30年国债主连,-1.6987695660634738
2025-11,宽货币紧信用,PTA主连,2.48582642793862
2025-11,宽货币紧信用,中证1000主连,-1.435040104312657
2025-11,宽货币紧信用,中证500主连,-3.644808598454352
2025-11,宽货币紧信用,原油主连,-1.5827111284969053
2025-11,宽货币紧信用,沪深300主连,-2.674365336014062
2025-11,宽货币紧信用,沪金主连,3.1918936820199084
2025-11,宽货币紧信用,沪铜主连,0.4476958085886107
2025-11,宽货币紧信用,沪铝主连,1.266072447296951
2025-11,宽货币紧信用,红利低波ETF,1.3468013468337592
2025-11,宽货币紧信用,豆粕主连,0.7613373055969319
2025-12,宽货币紧信用,10年国债主连,-0.07411524912573908
2025-12,宽货币紧信用,30年国债主连,-2.690191283360499
2025-12,宽货币紧信用,PTA主连,7.387962187164376
2025-12,宽货币紧信用,中证1000主连,5.12634684323956
2025-12,宽货币紧信用,中证500主连,7.3216570239388545
2025-12,宽货币紧信用,原油主连,-4.954983480944208
2025-12,宽货币紧信用,沪深300主连,3.034054682004461
2025-12,宽货币紧信用,沪金主连,2.4781952364789195
2025-12,宽货币紧信用,沪铜主连,12.242452240684475
2025-12,宽货币紧信用,沪铝主连,5.824668845399272
2025-12,宽货币紧信用,红利低波ETF,-2.325581395520948
2025-12,宽货币紧信用,豆粕主连,-3.374340948987975
