日期,沪深300主连,10年国债主连,沪金主连,豆粕主连,中证1000主连,30年国债主连,沪铜主连,沪铝主连,PTA主连,原油主连
2013-03-12,1469.7591140567,,408.2503113982,1131.3743348981,,,49434.1926395726,13470.9652416472,7487.4932625599,
2013-03-13,1456.0564084336,,411.0259724518,1131.3743348981,,,49881.6800063845,13570.9859083081,7530.3855029183,
2013-03-14,1453.1776887649,,409.3149485146,1107.6841753280,,,49811.4859096297,13534.6147567951,7509.8718227469,
2013-03-15,1455.7059536248,,410.8865556865,1112.7606380931,,,50118.5850829320,13493.6972113429,7687.0354242271,
2013-03-18,1442.7198659355,,410.9119041893,1083.6555849069,,,48521.6693817601,13352.7589992298,7545.3045430429,
2013-03-19,1453.6373732849,,412.8383904000,1086.3630317149,,,48258.4415189296,13325.4806355950,7565.8182232143,
2013-03-20,1499.7207464122,,414.2959293094,1100.9155583080,,,48645.1418334139,13384.5837568037,7537.8450229806,
2013-03-21,1503.7429859620,,413.2819891985,1107.3457444770,,,49023.0535043871,13393.6765446820,7556.4938231364,
2013-03-22,1508.7995156817,,413.5988454832,1105.6535902220,,,48891.2238517220,13366.3981810472,7407.3034218899,
2013-03-25,1506.9607776018,,412.6482766292,1102.6077125630,,,49119.7285830081,13389.1301507429,7420.3575819989,
2013-03-26,1478.1155739735,,411.3681772392,1108.3610370300,,,49005.4762173651,13370.9445749863,7342.0326213445,
2013-03-27,1478.8051007534,,409.3402970174,1113.7759306461,,,48829.7033471450,13325.4806355950,7250.6535005810,
2013-03-28,1440.4214433357,,411.9511928030,1111.7453455401,,,48601.1986158588,13293.6558780211,7278.6267008147,
2013-03-29,1427.2055133865,,409.9486610839,1092.7932178840,,,48188.1323708416,13284.5630901428,7243.1939805187,
2013-04-01,1426.8607499965,,409.3529712688,1081.2865689499,,,47230.1702281420,13225.4599689341,7138.7606996461,
2013-04-02,1439.8468376857,,410.3035401228,1084.6708774599,,,47880.5298479564,13280.0166962037,7315.9243011264,
2013-04-03,1424.2175640066,,400.8105258346,1059.2885636348,,,47511.4068204942,13243.6455446906,7370.0058215782,
2013-04-08,1415.7134003871,,404.6761725073,1053.5352391678,,,48003.5708571105,13320.9342416559,7403.5736618587,
2013-04-09,1425.3667753066,,404.0804826922,1053.8736700188,,,48443.2445231401,13325.4806355950,7416.6278219678,
2013-04-10,1425.5966175665,,405.8929006404,1061.9960104428,,,48487.2118897430,13339.1198174124,7537.8450229806,
2013-04-11,1420.6550089768,,398.4150923226,1053.8736700188,,,48267.3750567282,13402.7693325603,7480.0337424976,
2013-04-12,1414.5641890872,,398.5925318420,1068.4261966119,,,48496.0053630636,13380.0373628646,7506.1420627157,
2013-04-15,1402.7273126979,,378.8713966852,1060.3038561878,,,46939.5605853189,13189.0888174211,7245.0588605343,
2013-04-16,1407.7838424176,,350.2909598095,1061.9960104428,,,46517.4738659305,13239.0991507515,7185.3827000357,
2013-04-17,1410.0822650175,,348.6559813807,1071.8105051219,,,45928.3111534508,13230.0063628732,7172.3285399266,
2013-04-18,1413.4149777873,,349.5305047263,1081.6249998009,,,44433.4206889502,13207.2743931776,7019.4083786489,
2013-04-19,1458.8753569279,,357.7687681273,1078.2406912909,,,44574.1162620797,13270.9239083254,7215.2207802850,
2013-04-22,1456.9188342813,,358.3010866855,1063.6881646978,,,43123.1931641820,13198.1816052993,7166.7338998799,
2013-04-23,1408.9264846569,,356.3239034693,1067.7493349099,,,43158.3670574644,13220.9135749950,7099.5982193189,
2013-04-24,1434.3612790622,,360.3234446540,1051.5046540618,,,44494.9750021944,13266.3775143863,7196.5719801292,
2013-04-25,1416.0620378385,,365.1782336392,1065.7187498038,,,45092.9311879946,13280.0166962037,7280.4915808303,
2013-04-26,1403.9776332568,,372.4729942905,1073.5026593769,,,45523.8113807036,13302.7486658994,7239.4642204875,
2013-05-02,1403.7474541219,,365.8699781837,1087.0398934169,,,43685.9754566999,13121.3887658871,7181.6529400045,
2013-05-03,1430.9085920388,,371.5422834487,1080.6097072479,,,45013.7899281093,13180.3307333911,7250.6535005810,
2013-05-06,1443.9137131601,,369.9575595831,1085.0093083109,,,46646.6430921681,13252.7999058083,7327.1135812199,
2013-05-07,1453.0057889882,,364.7128782183,1079.5944146949,,,46064.1116930985,13212.0359963236,7215.2207802850,
2013-05-08,1463.2487604908,,365.0776162509,1097.5312497980,,,46823.1677585529,13284.5051687409,7334.5731012822,
2013-05-09,1450.5889080719,,368.3476813704,1098.5465423510,,,46743.7316586797,13279.9758454648,7308.4647810641,
2013-05-10,1462.4431335187,,366.7503803312,1104.2998668180,,,47149.7383913647,13289.0344920170,7338.3028613134,
2013-05-13,1446.2924639050,,358.9902642591,1088.7320476720,,,47132.0859247262,13234.6826127040,7304.7350210329,
2013-05-14,1425.9887649621,,360.0970555303,1104.9767285200,,,46496.5971257411,13216.5653195997,7304.7350210329,
2013-05-15,1425.2965934072,,354.4499046123,1099.5618349040,,,45887.5870267137,13175.8014101150,7226.4100603785,
